dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,eigen_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,katz_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,current_flow_closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,information_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,current_flow_betweeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,communicability_betweeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,harmonic_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,second_order_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.28,0.14,58.1,58.1,FHRR,second_order_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,eigen_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,katz_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,current_flow_closeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,information_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,betweenness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,current_flow_betweeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,communicability_betweeness_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,load_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,subgraph_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,subgraph_centrality_exp
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,harmonic_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,second_order_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
MUTAG,10000,0.35,0.09,85.96,85.96,FHRR,second_order_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
NCI1,10000,4.8,2.44,61.96,61.96,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
NCI1,10000,4.8,2.44,61.96,61.96,FHRR,degree_centrality
