dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.35,0.22,60.95,60.95,FHRR,page_rank
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.35,0.22,60.95,60.95,FHRR,degree_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.35,0.22,60.95,60.95,FHRR,eigen_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.35,0.22,60.95,60.95,FHRR,katz_centrality
dataset,dimensions,train_time,test_time,accuracy,f1,VSA,metric
PTC_FM,10000,0.35,0.22,60.95,60.95,FHRR,closeness_centrality
