name,accuracy,train_time,test_time,dimensions,method,encoding,iterations,lr,chunks,threshold,reduce_subclass,model_quantize,epsilon,alpha,beta,theta,r,lazy_regeneration,model_neural,lazy_regeneration,model_neural,partial_data,robustness_failed_dimensions,weight_decay,learning_rate,dropout_rate
Lenses,1.0,0.07746005058288574,1692593248.88198,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Letter,1.0,1.1312909126281738,1692593250.1535828,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Libras,1.0,0.1141510009765625,1692593250.7691243,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
LowResSpect,1.0,0.12106490135192871,1692593250.9877698,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
LungCancer,1.0,0.0727691650390625,1692593251.140986,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Lymphography,1.0,0.07598996162414551,1692593251.285649,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Magic,1.0,1.8083710670471191,1692593253.196194,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Mammographic,0.9722222222222222,0.20366621017456055,1692593253.904309,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Miniboone,0.9999179890925494,27.519165992736816,1692593282.422037,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
MolecBiolPromoter,1.0,0.07808828353881836,1692593285.4111493,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
MolecBiolSplice,1.0,0.2096409797668457,1692593285.7566888,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Monks1,1.0,0.07671689987182617,1692593285.962741,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Monks2,1.0,0.07778406143188477,1692593286.113706,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Monks3,1.0,0.07514786720275879,1692593286.261966,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Mushroom,1.0,0.24714422225952148,1692593286.605377,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Musk1,1.0,0.12314009666442871,1692593286.9564471,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Musk2,1.0,0.8743221759796143,1692593288.0671058,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Nursery,1.0,0.43800902366638184,1692593288.757346,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesMerlucciusNucleus4d,1.0,0.15677404403686523,1692593289.350496,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesMerlucciusStates2f,1.0,0.13309001922607422,1692593289.587262,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesTrisopterusNucleus2f,1.0,0.1349489688873291,1692593289.8159883,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesTrisopterusStates5b,1.0,0.13041925430297852,1692593290.039498,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Optical,1.0,0.30668020248413086,1692593290.458646,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Ozone,1.0,0.21514391899108887,1692593290.8644261,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PageBlocks,0.9990253411306043,0.35822200775146484,1692593291.3510962,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Parkinsons,1.0,0.07701516151428223,1692593291.596352,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Pendigits,1.0,0.5276601314544678,1692593292.2159638,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Pima,1.0,0.09876799583435059,1692593292.5689738,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesMaterial,0.975,0.0744631290435791,1692593292.726953,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesRelL,1.0,0.07463717460632324,1692593292.8845122,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesSpan,1.0,0.07343792915344238,1692593293.0281827,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesTOrD,1.0,0.07506012916564941,1692593293.171042,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesType,1.0,0.07500171661376953,1692593293.3206518,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Planning,1.0,0.08001303672790527,1692593293.471132,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PlantMargin,1.0,0.34436917304992676,1692593293.912695,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PlantShape,1.0,0.6423189640045166,1692593294.6939669,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PlantTexture,1.0,0.4033489227294922,1692593295.2166991,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PostOperative,0.9705882352941176,0.07473301887512207,1692593295.396272,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PrimaryTumor,0.9596774193548387,0.08515405654907227,1692593295.557162,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Ringnorm,1.0,0.9692318439483643,1692593296.6229188,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Seeds,1.0,0.08183598518371582,1692593296.9092093,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Semeion,1.0,0.15662169456481934,1692593297.2014737,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Soybean,1.0,0.08498001098632812,1692593297.38748,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Spambase,1.0,0.2745647430419922,1692593297.7785099,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Spect,0.9487179487179487,0.07483291625976562,1692593298.005829,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Spectf,1.0,0.07587409019470215,1692593298.156147,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogAustralianCredit,1.0,0.0972299575805664,1692593298.327436,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogGermanCredit,1.0,0.10747790336608887,1692593298.5248818,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogHeart,1.0,0.07986211776733398,1692593298.6932821,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogImage,1.0,0.1927039623260498,1692593298.9872422,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogLandsat,1.0,0.6037511825561523,1692593299.7653234,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogShuttle,1.0,2.0128183364868164,1692593302.414762,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogVehicle,1.0,0.11842679977416992,1692593303.80093,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
SteelPlates,1.0,0.2495269775390625,1692593304.1447618,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
SyntheticControl,1.0,0.13909912109375,1692593304.4556282,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Teaching,0.9285714285714286,0.08086299896240234,1692593304.6316962,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Thyroid,1.0,0.20206689834594727,1692593304.919762,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
TicTacToe,1.0,0.10297179222106934,1692593305.186288,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Titanic,0.7806060606060606,0.11974596977233887,1692593305.397838,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Trains,1.0,0.0806279182434082,1692593305.622227,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Twonorm,1.0,0.6556789875030518,1692593306.377147,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
VertebralColumn2Clases,1.0,0.08066821098327637,1692593306.656118,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
VertebralColumn3Clases,1.0,0.0813901424407959,1692593306.8105977,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WallFollowing,1.0,0.4043741226196289,1692593307.308203,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Waveform,1.0,0.4358551502227783,1692593307.9209192,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WaveformNoise,1.0,0.5774829387664795,1692593308.701979,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Wine,1.0,0.0757439136505127,1692593308.9634478,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WineQualityRed,1.0,0.16060686111450195,1692593309.2057219,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WineQualityWhite,1.0,0.35555195808410645,1692593309.6738951,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Yeast,1.0,0.13290715217590332,1692593309.9701061,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Zoo,1.0,0.07376217842102051,1692593310.144499,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
