name,accuracy,train_time,test_time,dimensions,method,encoding,iterations,lr,chunks,threshold,reduce_subclass,model_quantize,epsilon,alpha,beta,theta,r,lazy_regeneration,model_neural,lazy_regeneration,model_neural,partial_data,robustness_failed_dimensions
UCIHAR,0.5588734149932861,2.193423271179199,11.411360025405884,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,5
UCIHAR,0.5558194518089294,2.193423271179199,10.852564811706543,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,10
UCIHAR,0.5585340857505798,2.193423271179199,8.097667455673218,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,20
UCIHAR,0.5405496954917908,2.193423271179199,9.853941202163696,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,30
UCIHAR,0.467594176530838,2.193423271179199,10.057439804077148,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,40
UCIHAR,0.18289786577224731,2.193423271179199,8.865509748458862,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,50
UCIHAR,0.02782490663230419,2.193423271179199,9.950434446334839,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,60
UCIHAR,0.014930437318980694,2.193423271179199,10.342735767364502,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,70
UCIHAR,0.011876484379172325,2.193423271179199,10.724292278289795,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,80
UCIHAR,0.010519172064960003,2.193423271179199,10.890049695968628,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,90
UCIHAR,0.010858500376343727,2.193423271179199,10.204674005508423,10000,comp,density,30,1,10,,,,,,,,,,,5,reset,0.25,100
CIFAR10,0.12460000067949295,741.9832751750946,55.41603875160217,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,0
CIFAR10,0.125,741.9832751750946,61.91894793510437,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,5
CIFAR10,0.12349999696016312,741.9832751750946,64.97115302085876,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,10
CIFAR10,0.12460000067949295,741.9832751750946,62.59078645706177,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,20
CIFAR10,0.12540000677108765,741.9832751750946,59.96915602684021,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,30
CIFAR10,0.13030000030994415,741.9832751750946,61.897918462753296,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,40
CIFAR10,0.09740000218153,741.9832751750946,63.4389922618866,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,50
CIFAR10,0.06669999659061432,741.9832751750946,63.223395586013794,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,60
CIFAR10,0.06650000065565109,741.9832751750946,63.48774600028992,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,70
CIFAR10,0.06719999760389328,741.9832751750946,69.02672052383423,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,80
CIFAR10,0.06729999929666519,741.9832751750946,76.0487334728241,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,90
CIFAR10,0.06710000336170197,741.9832751750946,63.603845834732056,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,100
EuropeanLanguages,0.04523809626698494,3273.120215654373,101.47387433052063,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,0
EuropeanLanguages,0.045666664838790894,3273.120215654373,100.43200922012329,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,5
EuropeanLanguages,0.04480952396988869,3273.120215654373,113.73216962814331,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,10
EuropeanLanguages,0.04590476304292679,3273.120215654373,109.14710426330566,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,20
EuropeanLanguages,0.04452380910515785,3273.120215654373,102.70879054069519,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,30
EuropeanLanguages,0.04595237970352173,3273.120215654373,107.94367408752441,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,40
EuropeanLanguages,0.04819047451019287,3273.120215654373,120.30080127716064,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,50
EuropeanLanguages,0.0476190485060215,3273.120215654373,123.56411671638489,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,60
EuropeanLanguages,0.04776190593838692,3273.120215654373,134.6523072719574,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,70
EuropeanLanguages,0.0476190485060215,3273.120215654373,132.6917130947113,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,80
EuropeanLanguages,0.04804762080311775,3273.120215654373,135.6793954372406,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,90
EuropeanLanguages,0.04766666516661644,3273.120215654373,146.5834276676178,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,100
MNIST,0.16410000622272491,707.5278208255768,48.27581477165222,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,0
MNIST,0.16580000519752502,707.5278208255768,50.161271810531616,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,5
MNIST,0.1662999987602234,707.5278208255768,49.943678855895996,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,10
MNIST,0.1665000021457672,707.5278208255768,55.053537368774414,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,20
MNIST,0.1678999960422516,707.5278208255768,56.102457761764526,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,30
MNIST,0.1808999925851822,707.5278208255768,51.86742377281189,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,40
MNIST,0.10360000282526016,707.5278208255768,56.97722816467285,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,50
MNIST,0.029200000688433647,707.5278208255768,53.78398942947388,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,60
MNIST,0.02290000021457672,707.5278208255768,51.97066378593445,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,70
MNIST,0.020899999886751175,707.5278208255768,54.995994329452515,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,80
MNIST,0.021800000220537186,707.5278208255768,53.65923476219177,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,90
MNIST,0.020800000056624413,707.5278208255768,54.634061336517334,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,100
EMGHandGestures,0.905063271522522,0.5850419998168945,0.917980432510376,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,0
EMGHandGestures,0.8987341523170471,0.5850419998168945,0.7899017333984375,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,5
EMGHandGestures,0.905063271522522,0.5850419998168945,0.7961390018463135,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,10
EMGHandGestures,0.8987341523170471,0.5850419998168945,0.45972156524658203,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,20
EMGHandGestures,0.905063271522522,0.5850419998168945,0.6135904788970947,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,30
EMGHandGestures,0.9113923907279968,0.5850419998168945,0.7990868091583252,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,40
EMGHandGestures,0.08860759437084198,0.5850419998168945,0.9292089939117432,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,50
EMGHandGestures,0.12025316804647446,0.5850419998168945,0.874056339263916,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,60
EMGHandGestures,0.06329113990068436,0.5850419998168945,0.9936411380767822,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,70
EMGHandGestures,0.06962025165557861,0.5850419998168945,0.8940591812133789,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,80
EMGHandGestures,0.06962025165557861,0.5850419998168945,1.0037586688995361,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,90
EMGHandGestures,0.06962025165557861,0.5850419998168945,0.8669867515563965,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,100
PAMAP,0.7066692113876343,2329.350329399109,335.1948392391205,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,0
PAMAP,0.7070197463035583,2329.350329399109,399.9340600967407,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,5
PAMAP,0.7073973417282104,2329.350329399109,377.25175285339355,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,10
PAMAP,0.7057657837867737,2329.350329399109,332.10966634750366,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,20
PAMAP,0.7030959129333496,2329.350329399109,336.43544936180115,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,30
PAMAP,0.6743345856666565,2329.350329399109,372.0718238353729,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,40
PAMAP,0.07499797642230988,2329.350329399109,380.7057499885559,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,50
PAMAP,0.0793667882680893,2329.350329399109,391.86623454093933,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,60
PAMAP,0.0793667882680893,2329.350329399109,394.99981141090393,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,70
PAMAP,0.0793667882680893,2329.350329399109,400.11631989479065,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,80
PAMAP,0.0793667882680893,2329.350329399109,401.7628197669983,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,90
PAMAP,0.0793667882680893,2329.350329399109,438.91909861564636,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,100
ISOLET,0.2180885225534439,89.69976377487183,8.606403589248657,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,0
ISOLET,0.2180885225534439,89.69976377487183,8.9358069896698,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,5
ISOLET,0.21423989534378052,89.69976377487183,10.419383764266968,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,10
ISOLET,0.2180885225534439,89.69976377487183,10.057186365127563,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,20
ISOLET,0.21167415380477905,89.69976377487183,11.56952977180481,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,30
ISOLET,0.19243104755878448,89.69976377487183,10.548162698745728,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,40
ISOLET,0.031430404633283615,89.69976377487183,10.995490550994873,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,50
ISOLET,0.011545863002538681,89.69976377487183,10.539763450622559,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,60
ISOLET,0.0032071841415017843,89.69976377487183,11.845091342926025,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,70
ISOLET,0.007697241846472025,89.69976377487183,10.722625970840454,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,80
ISOLET,0.008338678628206253,89.69976377487183,12.086711883544922,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,90
ISOLET,0.007697241846472025,89.69976377487183,11.10119342803955,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,100
UCIHAR,0.5093315243721008,68.70286011695862,12.860214948654175,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,0
UCIHAR,0.5079742074012756,68.70286011695862,13.139065265655518,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,5
UCIHAR,0.5089921951293945,68.70286011695862,11.80337381362915,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,10
UCIHAR,0.501526951789856,68.70286011695862,12.110815525054932,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,20
UCIHAR,0.4825246036052704,68.70286011695862,10.759200811386108,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,30
UCIHAR,0.44485917687416077,68.70286011695862,12.0238516330719,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,40
UCIHAR,0.15201900899410248,68.70286011695862,13.001762866973877,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,50
UCIHAR,0.02477095276117325,68.70286011695862,12.365368604660034,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,60
UCIHAR,0.007465218659490347,68.70286011695862,13.232343912124634,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,70
UCIHAR,0.0023752970155328512,68.70286011695862,12.614575862884521,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,80
UCIHAR,0.0023752970155328512,68.70286011695862,13.676775932312012,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,90
UCIHAR,0.0016966406255960464,68.70286011695862,13.230598211288452,10000,multicentroid,density,30,1,,0.03,drop,,,,,,,,,5,reset,0.25,100
CIFAR10,0.35120001435279846,2355.143525838852,48.36779189109802,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,0
CIFAR10,0.32659998536109924,2355.143525838852,61.600159883499146,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,5
CIFAR10,0.29739999771118164,2355.143525838852,57.617262840270996,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,10
CIFAR10,0.23669999837875366,2355.143525838852,58.43659949302673,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,20
CIFAR10,0.19609999656677246,2355.143525838852,55.96927833557129,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,30
CIFAR10,0.14079999923706055,2355.143525838852,54.90915608406067,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,40
CIFAR10,0.09769999980926514,2355.143525838852,55.84972023963928,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,50
CIFAR10,0.06440000236034393,2355.143525838852,57.647964000701904,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,60
CIFAR10,0.04529999941587448,2355.143525838852,65.16710257530212,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,70
CIFAR10,0.02850000001490116,2355.143525838852,62.189902544021606,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,80
CIFAR10,0.019999999552965164,2355.143525838852,63.889177083969116,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,90
CIFAR10,0.013899999670684338,2355.143525838852,62.361034631729126,10000,adapt_iterative,density,29,0.02960026264190674,,,,,,,,,,,,5,reset,0.25,100
EuropeanLanguages,0.047428570687770844,5851.837158203125,59.786985874176025,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,0
EuropeanLanguages,0.04699999839067459,5851.837158203125,65.6444501876831,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,5
EuropeanLanguages,0.046047620475292206,5851.837158203125,77.33463883399963,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,10
EuropeanLanguages,0.04680952429771423,5851.837158203125,66.07844018936157,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,20
EuropeanLanguages,0.04876190423965454,5851.837158203125,69.39587259292603,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,30
EuropeanLanguages,0.04709523916244507,5851.837158203125,72.21469354629517,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,40
EuropeanLanguages,0.04919047653675079,5851.837158203125,73.25291085243225,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,50
EuropeanLanguages,0.0476190485060215,5851.837158203125,75.51859736442566,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,60
EuropeanLanguages,0.04976190626621246,5851.837158203125,73.56335473060608,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,70
EuropeanLanguages,0.04976190626621246,5851.837158203125,68.57069826126099,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,80
EuropeanLanguages,0.04933333396911621,5851.837158203125,73.23714470863342,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,90
EuropeanLanguages,0.04957142844796181,5851.837158203125,74.98109126091003,10000,adapt_iterative,density,25,2.683781385421753,,,,,,,,,,,,5,reset,0.25,100
MNIST,0.9174000024795532,1888.1522436141968,43.0425980091095,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,0
MNIST,0.9147999882698059,1888.1522436141968,44.14905118942261,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,5
MNIST,0.9114000201225281,1888.1522436141968,42.82585954666138,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,10
MNIST,0.9034000039100647,1888.1522436141968,44.67367506027222,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,20
MNIST,0.8705000281333923,1888.1522436141968,44.67321062088013,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,30
MNIST,0.7519999742507935,1888.1522436141968,45.7514214515686,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,40
MNIST,0.09619999676942825,1888.1522436141968,47.96659994125366,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,50
MNIST,0.00039999998989515007,1888.1522436141968,45.06559467315674,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,60
MNIST,0.00019999999494757503,1888.1522436141968,47.91350698471069,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,70
MNIST,9.999999747378752e-05,1888.1522436141968,45.408496618270874,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,80
MNIST,9.999999747378752e-05,1888.1522436141968,55.31211519241333,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,90
MNIST,9.999999747378752e-05,1888.1522436141968,59.02944493293762,10000,adapt_iterative,density,29,0.21533310413360596,,,,,,,,,,,,5,reset,0.25,100
EMGHandGestures,0.9936708807945251,16.44202494621277,1.126859426498413,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,0
EMGHandGestures,0.9936708807945251,16.44202494621277,0.5410599708557129,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,5
EMGHandGestures,0.9936708807945251,16.44202494621277,1.0467469692230225,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,10
EMGHandGestures,0.9936708807945251,16.44202494621277,0.8666791915893555,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,20
EMGHandGestures,0.9936708807945251,16.44202494621277,0.9077975749969482,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,30
EMGHandGestures,0.9936708807945251,16.44202494621277,1.0266804695129395,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,40
EMGHandGestures,0.16455696523189545,16.44202494621277,0.5849020481109619,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,50
EMGHandGestures,0.0,16.44202494621277,0.6177737712860107,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,60
EMGHandGestures,0.0,16.44202494621277,1.1925086975097656,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,70
EMGHandGestures,0.0,16.44202494621277,1.0073819160461426,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,80
EMGHandGestures,0.0,16.44202494621277,0.6673026084899902,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,90
EMGHandGestures,0.0,16.44202494621277,0.9908332824707031,10000,adapt_iterative,density,29,0.0,,,,,,,,,,,,5,reset,0.25,100
PAMAP,0.9914781451225281,5547.052032709122,307.17284512519836,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,0
PAMAP,0.9895364046096802,5547.052032709122,255.77155947685242,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,5
PAMAP,0.9873654842376709,5547.052032709122,261.07084012031555,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,10
PAMAP,0.9792616367340088,5547.052032709122,263.2153217792511,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,20
PAMAP,0.9655888676643372,5547.052032709122,254.69836354255676,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,30
PAMAP,0.9186106324195862,5547.052032709122,256.6542820930481,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,40
PAMAP,0.047207463532686234,5547.052032709122,252.00539779663086,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,50
PAMAP,0.0,5547.052032709122,268.32781744003296,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,60
PAMAP,0.0,5547.052032709122,267.15721106529236,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,70
PAMAP,0.0,5547.052032709122,270.3286554813385,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,80
PAMAP,0.0,5547.052032709122,290.02872943878174,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,90
PAMAP,0.0,5547.052032709122,289.0064024925232,10000,adapt_iterative,density,29,0.050392746925354004,,,,,,,,,,,,5,reset,0.25,100
ISOLET,0.885182797908783,198.44999933242798,6.819908380508423,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,0
ISOLET,0.8774855732917786,198.44999933242798,6.352281093597412,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,5
ISOLET,0.8813341856002808,198.44999933242798,6.788188457489014,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,10
ISOLET,0.8563181757926941,198.44999933242798,6.749430179595947,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,20
ISOLET,0.8377164602279663,198.44999933242798,7.25180196762085,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,30
ISOLET,0.7042976021766663,198.44999933242798,6.828831672668457,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,40
ISOLET,0.03784477338194847,198.44999933242798,6.971771478652954,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,50
ISOLET,0.0,198.44999933242798,7.156806230545044,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,60
ISOLET,0.0,198.44999933242798,6.57611870765686,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,70
ISOLET,0.0,198.44999933242798,6.5426270961761475,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,80
ISOLET,0.0,198.44999933242798,6.827823162078857,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,90
ISOLET,0.0,198.44999933242798,6.89868688583374,10000,adapt_iterative,density,29,0.006414651870727539,,,,,,,,,,,,5,reset,0.25,100
UCIHAR,0.8255853652954102,233.68356275558472,12.919015645980835,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,0
UCIHAR,0.8225314021110535,233.68356275558472,13.577616214752197,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,5
UCIHAR,0.8194774389266968,233.68356275558472,12.882095098495483,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,10
UCIHAR,0.8184594511985779,233.68356275558472,12.920664548873901,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,20
UCIHAR,0.7970817685127258,233.68356275558472,12.91957950592041,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,30
UCIHAR,0.72785884141922,233.68356275558472,13.529515266418457,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,40
UCIHAR,0.16627077758312225,233.68356275558472,12.700607061386108,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,50
UCIHAR,0.00033932813676074147,233.68356275558472,14.763302564620972,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,60
UCIHAR,0.0010179843520745635,233.68356275558472,13.324899435043335,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,70
UCIHAR,0.0006786562735214829,233.68356275558472,13.196543455123901,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,80
UCIHAR,0.00033932813676074147,233.68356275558472,13.600112438201904,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,90
UCIHAR,0.0006786562735214829,233.68356275558472,12.759162902832031,10000,adapt_iterative,density,29,0.021762847900390625,,,,,,,,,,,,5,reset,0.25,100
CIFAR10,0.3702000081539154,2614.980114221573,62.627402544021606,10000,online_iterative,density,29,0.08800029754638672,,,,,,,,,,,,5,reset,0.25,0
CIFAR10,0.3479999899864197,2614.980114221573,64.8286771774292,10000,online_iterative,density,29,0.08800029754638672,,,,,,,,,,,,5,reset,0.25,5
CIFAR10,0.32679998874664307,2614.980114221573,59.61884164810181,10000,online_iterative,density,29,0.08800029754638672,,,,,,,,,,,,5,reset,0.25,10
CIFAR10,0.27709999680519104,2614.980114221573,54.273046016693115,10000,online_iterative,density,29,0.08800029754638672,,,,,,,,,,,,5,reset,0.25,20
CIFAR10,0.21060000360012054,2614.980114221573,53.22581458091736,10000,online_iterative,density,29,0.08800029754638672,,,,,,,,,,,,5,reset,0.25,30
