name,accuracy,train_time,test_time,dimensions,method,encoding,iterations,lr,chunks,threshold,reduce_subclass,model_quantize,epsilon,alpha,beta,theta,r,lazy_regeneration,model_neural,lazy_regeneration,model_neural,partial_data,robustness_failed_dimensions,weight_decay,learning_rate,dropout_rate
HeartSwitzerland,0.3548387096774194,0.07609796524047852,1692628942.841944,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
HeartVa,0.24,0.07909584045410156,1692628942.991512,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Hepatitis,0.7692307692307693,0.0751497745513916,1692628943.1389477,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
HillValley,0.5247524752475248,0.17306017875671387,1692628943.3943813,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
HorseColic,0.8676470588235294,0.08488011360168457,1692628943.5767322,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
IlpdIndianLiver,0.6986301369863014,0.09415125846862793,1692628943.7461033,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
ImageSegmentation,0.8947619047619048,0.0827782154083252,1692628943.907798,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Ionosphere,0.9545454545454546,0.09073424339294434,1692628944.172807,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Iris,0.972972972972973,0.07708907127380371,1692628944.3255389,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
LedDisplay,0.728,0.09649991989135742,1692628944.4951408,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Lenses,0.8333333333333334,0.0734250545501709,1692628944.6521158,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Letter,0.9138,1.030181884765625,1692628945.8151298,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Libras,0.6666666666666666,0.11056375503540039,1692628946.266413,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
LowResSpect,0.8421052631578947,0.11773300170898438,1692628946.506316,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
LungCancer,0.625,0.07250189781188965,1692628946.659043,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Lymphography,0.8918918918918919,0.07494187355041504,1692628946.8038428,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Magic,0.7146161934805468,1.7415499687194824,1692628948.6489458,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Mammographic,0.5666666666666667,0.10378384590148926,1692628949.059337,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Miniboone,0.8075409029400911,27.036359071731567,1692628977.0632603,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
MolecBiolPromoter,0.8846153846153846,0.08066582679748535,1692628978.8962908,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
MolecBiolSplice,0.8042659974905897,0.20816898345947266,1692628979.23199,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Monks1,0.8680555555555556,0.08219695091247559,1692628979.4282937,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Monks2,0.6319444444444444,0.0806589126586914,1692628979.6181407,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Monks3,0.9282407407407407,0.07814574241638184,1692628979.7939858,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Mushroom,1.0,0.27479004859924316,1692628980.197851,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Musk1,0.6722689075630253,0.12212204933166504,1692628980.540724,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Musk2,0.9660400242571255,0.8162240982055664,1692628981.592983,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Nursery,0.9811728395061728,0.39168429374694824,1692628982.1465259,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesMerlucciusNucleus4d,0.7215686274509804,0.15190696716308594,1692628982.520726,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesMerlucciusStates2f,0.8627450980392157,0.1252727508544922,1692628982.7297928,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesTrisopterusNucleus2f,0.7412280701754386,0.13836121559143066,1692628982.9535112,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
OocytesTrisopterusStates5b,0.8991228070175439,0.13089704513549805,1692628983.1694431,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Optical,0.9666110183639399,0.31395506858825684,1692628983.591587,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Ozone,0.9700315457413249,0.20596003532409668,1692628983.9968193,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PageBlocks,0.9144736842105263,0.36476707458496094,1692628984.4666939,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Parkinsons,0.8775510204081632,0.07942795753479004,1692628984.680193,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Pendigits,0.956546598056032,0.5646698474884033,1692628985.329493,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Pima,0.734375,0.09995388984680176,1692628985.665084,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesMaterial,0.8461538461538461,0.07802081108093262,1692628985.8398876,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesRelL,0.5769230769230769,0.07489204406738281,1692628986.0053291,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesSpan,0.6521739130434783,0.08124399185180664,1692628986.1783993,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesTOrD,0.8,0.0855860710144043,1692628986.344357,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PittsburgBridgesType,0.5769230769230769,0.08963584899902344,1692628986.5383499,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Planning,0.6222222222222222,0.11240220069885254,1692628986.774401,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PlantMargin,0.6775,0.381516695022583,1692628987.311471,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PlantShape,0.375,0.7454838752746582,1692628988.2090647,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PlantTexture,0.7,0.47282886505126953,1692628988.8564858,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PostOperative,0.7272727272727273,0.09742593765258789,1692628989.0837278,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
PrimaryTumor,0.5,0.08545422554016113,1692628989.2535412,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Ringnorm,0.8405405405405405,1.099005937576294,1692628990.4651432,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Seeds,0.8461538461538461,0.08959579467773438,1692628990.8301618,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Semeion,0.9296482412060302,0.27289915084838867,1692628991.366472,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Soybean,0.8058510638297872,0.10123491287231445,1692628991.6277568,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Spambase,0.9330434782608695,0.2894408702850342,1692628992.0699499,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Spect,0.5967741935483871,0.10223007202148438,1692628992.348942,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Spectf,0.42245989304812837,0.08364391326904297,1692628992.5719402,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogAustralianCredit,0.6453488372093024,0.10049057006835938,1692628992.776151,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogGermanCredit,0.74,0.10703325271606445,1692628992.9743383,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogHeart,0.835820895522388,0.0796809196472168,1692628993.142426,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogImage,0.9133448873483535,0.18557000160217285,1692628993.41175,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogLandsat,0.882,0.4313809871673584,1692628993.9641283,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogShuttle,0.3133793103448276,1.7037019729614258,1692628995.8735921,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
StatlogVehicle,0.6777251184834123,0.11383461952209473,1692628996.7641938,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
SteelPlates,0.6824742268041237,0.21501493453979492,1692628997.0745018,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
SyntheticControl,0.9733333333333334,0.11455011367797852,1692628997.2944722,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Teaching,0.631578947368421,0.0778660774230957,1692628997.447686,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Thyroid,0.9827887981330222,0.23675084114074707,1692628997.77123,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
TicTacToe,0.9497907949790795,0.09922409057617188,1692628998.117191,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Titanic,0.7872727272727272,0.11407899856567383,1692628998.32034,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Trains,1.0,0.0727989673614502,1692628998.5112922,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Twonorm,0.9627027027027028,0.8054442405700684,1692628999.4173582,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
VertebralColumn2Clases,0.7532467532467533,0.0928809642791748,1692628999.715234,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
VertebralColumn3Clases,0.4675324675324675,0.08336591720581055,1692628999.8957171,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WallFollowing,0.9706744868035191,0.41102004051208496,1692629000.426048,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Waveform,0.8416,0.4441380500793457,1692629001.057956,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WaveformNoise,0.8392,0.5893912315368652,1692629001.831445,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Wine,0.9772727272727273,0.07895922660827637,1692629002.0561461,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WineQualityRed,0.6175,0.16713595390319824,1692629002.311086,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
WineQualityWhite,0.4959150326797386,0.39398813247680664,1692629002.8222623,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Yeast,0.4797843665768194,0.13605809211730957,1692629003.125662,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
Zoo,0.96,0.07462096214294434,1692629003.32311,10000,random_forest,flocet,30,5,,,,,,,,,,,,5,reset,0.5,0,,,
