dataset,dimensions,train_time,test_time,accuracy,f1
PTC_FR,10000,0.13,0.08,54.72,54.72
dataset,dimensions,train_time,test_time,accuracy,f1
MUTAG,10000,0.08,0.05,85.96,85.96
dataset,dimensions,train_time,test_time,accuracy,f1
NCI1,10000,2.89,1.46,60.58,60.58
dataset,dimensions,train_time,test_time,accuracy,f1
ENZYMES,10000,0.46,0.23,25.0,25.0
dataset,dimensions,train_time,test_time,accuracy,f1
PROTEINS,10000,1.03,0.65,67.66,67.66
dataset,dimensions,train_time,test_time,accuracy,f1
DD,10000,7.62,2.48,74.01,74.01
