Name,Accuracy,TrainTime,TestTime,Dimensions,Method,Encoding,Iterations
Abalone,0.5785440802574158,5.514911413192749,2.668689012527466,10000,adapt,flocet,1
AcuteInflammation,1.0,0.1939103603363037,0.050231218338012695,10000,adapt,flocet,1
AcuteNephritis,1.0,0.2663567066192627,0.16204237937927246,10000,adapt,flocet,1
Adult,0.7837356328964233,52.52267098426819,43.75256013870239,10000,adapt,flocet,1
Annealing,0.8500000238418579,1.4654335975646973,0.1726090908050537,10000,adapt,flocet,1
Arrhythmia,0.06194690242409706,0.6809208393096924,0.5480310916900635,10000,adapt,flocet,1
AudiologyStd,0.6399999856948853,0.39162302017211914,0.13772797584533691,10000,adapt,flocet,1
BalanceScale,0.9166666865348816,1.0503084659576416,0.3583104610443115,10000,adapt,flocet,1
Balloons,0.75,0.04007148742675781,0.023418426513671875,10000,adapt,flocet,1
Bank,0.8946902751922607,5.32595419883728,3.6941614151000977,10000,adapt,flocet,1
Blood,0.7486631274223328,1.047386884689331,0.2925269603729248,10000,adapt,flocet,1
BreastCancer,0.591549277305603,0.6510770320892334,0.34404420852661133,10000,adapt,flocet,1
BreastCancerWisc,0.954285740852356,1.012500286102295,0.7527854442596436,10000,adapt,flocet,1
BreastCancerWiscDiag,0.98591548204422,0.6481828689575195,0.2233293056488037,10000,adapt,flocet,1
BreastCancerWiscProg,0.5714285969734192,0.4822871685028076,0.22478389739990234,10000,adapt,flocet,1
BreastTissue,0.7307692170143127,0.15705442428588867,0.043776750564575195,10000,adapt,flocet,1
Car,0.8356481194496155,2.4332334995269775,1.604020595550537,10000,adapt,flocet,1
Cardiotocography10Clases,0.6534839868545532,3.209477186203003,0.9140565395355225,10000,adapt,flocet,1
Cardiotocography3Clases,0.8474576473236084,3.1695430278778076,1.7167294025421143,10000,adapt,flocet,1
ChessKrvk,0.3853721022605896,39.72941875457764,20.890226364135742,10000,adapt,flocet,1
ChessKrvkp,0.948685884475708,3.8536698818206787,2.5985307693481445,10000,adapt,flocet,1
CongressionalVoting,0.6238532066345215,0.8905017375946045,0.17171907424926758,10000,adapt,flocet,1
ConnBenchSonarMinesRocks,0.692307710647583,0.3832371234893799,0.08242416381835938,10000,adapt,flocet,1
ConnBenchVowelDeterding,0.6883116960525513,0.9509546756744385,1.3822202682495117,10000,adapt,flocet,1
Connect4,0.809935450553894,87.82046365737915,45.15251874923706,10000,adapt,flocet,1
Contrac,0.41847825050354004,2.327481746673584,1.1274032592773438,10000,adapt,flocet,1
CreditApproval,0.7965116500854492,0.9983279705047607,0.6270856857299805,10000,adapt,flocet,1
CylinderBands,0.6875,1.2417192459106445,0.21998095512390137,10000,adapt,flocet,1
Dermatology,0.9670329689979553,0.37526559829711914,0.1939713954925537,10000,adapt,flocet,1
Echocardiogram,0.8787878751754761,0.27651119232177734,0.07402825355529785,10000,adapt,flocet,1
Ecoli,0.6904761791229248,0.6560466289520264,0.13567042350769043,10000,adapt,flocet,1
EnergyY1,0.890625,1.1464695930480957,0.6187975406646729,10000,adapt,flocet,1
EnergyY2,0.7760416865348816,1.5858161449432373,0.4223024845123291,10000,adapt,flocet,1
Fertility,0.8799999952316284,0.1649792194366455,0.1359407901763916,10000,adapt,flocet,1
Flags,0.4791666567325592,0.25750184059143066,0.07624483108520508,10000,adapt,flocet,1
Glass,0.3962264060974121,0.42341136932373047,0.08747529983520508,10000,adapt,flocet,1
HabermanSurvival,0.5526315569877625,0.5608456134796143,0.22235536575317383,10000,adapt,flocet,1
HayesRoth,0.5357142686843872,0.35292911529541016,0.04557037353515625,10000,adapt,flocet,1
HeartCleveland,0.6447368264198303,0.5493288040161133,0.16684579849243164,10000,adapt,flocet,1
HeartHungarian,0.7534246444702148,0.626885175704956,0.13320159912109375,10000,adapt,flocet,1
HeartSwitzerland,0.32258063554763794,0.14412140846252441,0.14281845092773438,10000,adapt,flocet,1
HeartVa,0.18000000715255737,0.24303722381591797,0.0796048641204834,10000,adapt,flocet,1
Hepatitis,0.6666666865348816,0.3639094829559326,0.21170353889465332,10000,adapt,flocet,1
