Name,Accuracy,TrainTime,TestTime,Dimensions,Method,Encoding,Iterations
CIFAR10,0.10090000182390213,93.56567764282227,33.350749015808105,10000,add,bundle,1
EuropeanLanguages,0.7129523754119873,100.08991050720215,34.83119511604309,10000,add,bundle,1
MNIST,0.09799999743700027,52.18072867393494,21.094984769821167,10000,add,bundle,1
EMGHandGestures,0.5886076092720032,0.5066847801208496,0.8153233528137207,10000,add,bundle,1
PAMAP,0.10846525430679321,118.92188596725464,120.97552299499512,10000,add,bundle,1
ISOLET,0.03848620876669884,8.656080961227417,4.620915651321411,10000,add,bundle,1
UCIHAR,0.16830675303936005,8.903769254684448,10.483088731765747,10000,add,bundle,1
CIFAR10,0.10000000149011612,70.1694188117981,29.9382963180542,10000,add,sequence,1
EuropeanLanguages,0.0476190485060215,156.18769884109497,37.059691429138184,10000,add,sequence,1
MNIST,0.09799999743700027,47.83322215080261,18.771457195281982,10000,add,sequence,1
EMGHandGestures,0.5822784900665283,0.4442260265350342,0.8062119483947754,10000,add,sequence,1
PAMAP,0.10831692814826965,84.76947736740112,128.0585651397705,10000,add,sequence,1
ISOLET,0.03848620876669884,3.7062652111053467,2.736416816711426,10000,add,sequence,1
UCIHAR,0.16830675303936005,9.586233854293823,9.462181568145752,10000,add,sequence,1
CIFAR10,0.10090000182390213,286.6933012008667,70.04503917694092,10000,add,ngram,1
EuropeanLanguages,0.9728095531463623,197.4778070449829,46.91828536987305,10000,add,ngram,1
MNIST,0.09799999743700027,131.74700546264648,28.092918157577515,10000,add,ngram,1
EMGHandGestures,0.607594907283783,1.050523281097412,1.0027971267700195,10000,add,ngram,1
PAMAP,0.11082495003938675,135.06231117248535,249.7177963256836,10000,add,ngram,1
ISOLET,0.03848620876669884,10.935322999954224,4.260792255401611,10000,add,ngram,1
UCIHAR,0.16830675303936005,11.590177297592163,7.087984561920166,10000,add,ngram,1
CIFAR10,0.28940001130104065,145.8732099533081,41.517290353775024,10000,add,hashmap,1
EuropeanLanguages,0.049809522926807404,140.9673068523407,45.69768142700195,10000,add,hashmap,1
MNIST,0.830299973487854,80.60938692092896,26.193777322769165,10000,add,hashmap,1
EMGHandGestures,0.9936708807945251,0.7194275856018066,0.8931231498718262,10000,add,hashmap,1
PAMAP,0.9287910461425781,126.47175741195679,131.54764771461487,10000,add,hashmap,1
ISOLET,0.8787684440612793,10.120563268661499,2.91626238822937,10000,add,hashmap,1
UCIHAR,0.7628096342086792,8.55523419380188,6.482243776321411,10000,add,hashmap,1
CIFAR10,0.29190000891685486,159.3440535068512,50.632885217666626,10000,add,flocet,1
EuropeanLanguages,0.04990476369857788,190.62620639801025,50.535313844680786,10000,add,flocet,1
MNIST,0.828499972820282,70.61647272109985,31.685866117477417,10000,add,flocet,1
EMGHandGestures,0.9873417615890503,0.7572879791259766,0.9041869640350342,10000,add,flocet,1
PAMAP,0.9292629361152649,104.65148830413818,130.08989572525024,10000,add,flocet,1
ISOLET,0.8883900046348572,8.864022731781006,2.943873643875122,10000,add,flocet,1
UCIHAR,0.7655242681503296,7.8623034954071045,8.594979763031006,10000,add,flocet,1
CIFAR10,0.29030001163482666,153.2394196987152,44.44980335235596,10000,add,density,1
EuropeanLanguages,0.04976190626621246,129.68998956680298,36.92732787132263,10000,add,density,1
MNIST,0.8277000188827515,76.84101915359497,26.76095151901245,10000,add,density,1
EMGHandGestures,0.9683544039726257,0.7079653739929199,0.8893957138061523,10000,add,density,1
PAMAP,0.9255953431129456,134.05931854248047,144.87750959396362,10000,add,density,1
ISOLET,0.8819756507873535,9.351935148239136,2.9443681240081787,10000,add,density,1
UCIHAR,0.7658635973930359,8.461853265762329,8.264477491378784,10000,add,density,1
CIFAR10,0.3181000053882599,39.244452476501465,21.103999614715576,10000,add,random,1
EuropeanLanguages,0.06023809686303139,81.32701849937439,39.5220000743866,10000,add,random,1
MNIST,0.8327999711036682,37.8135142326355,37.32333016395569,10000,add,random,1
EMGHandGestures,0.8227847814559937,0.33694958686828613,0.7388153076171875,10000,add,random,1
PAMAP,0.8918448686599731,66.73127007484436,119.82819986343384,10000,add,random,1
ISOLET,0.8819756507873535,6.743251800537109,2.210306406021118,10000,add,random,1
UCIHAR,0.7807940244674683,7.1480185985565186,4.121386766433716,10000,add,random,1
CIFAR10,0.32989999651908875,61.28709626197815,18.746196508407593,10000,add,sinusoid,1
EuropeanLanguages,0.04619047790765762,100.68141293525696,31.84129810333252,10000,add,sinusoid,1
MNIST,0.8392999768257141,37.141475677490234,19.452056884765625,10000,add,sinusoid,1
EMGHandGestures,0.7658227682113647,0.22104144096374512,0.6050517559051514,10000,add,sinusoid,1
PAMAP,0.8955125212669373,92.99089479446411,130.82870769500732,10000,add,sinusoid,1
ISOLET,0.8871071338653564,3.8394086360931396,4.270677328109741,10000,add,sinusoid,1
UCIHAR,0.7733287811279297,3.503511667251587,4.236971855163574,10000,add,sinusoid,1
CIFAR10,0.3012000024318695,46359.585624694824,7395.469947814941,10000,add,generic,1
EuropeanLanguages,0.04952380806207657,6497.249404191971,706.7604477405548,10000,add,generic,1
MNIST,0.8413000106811523,13560.546973705292,1677.4615869522095,10000,add,generic,1
EMGHandGestures,0.9936708807945251,84.15903329849243,34.846659421920776,10000,add,generic,1
PAMAP,0.9250963926315308,1985.8180544376373,1005.0482895374298,10000,add,generic,1
ISOLET,0.8909557461738586,853.3067076206207,216.2664167881012,10000,add,generic,1
UCIHAR,0.8574821949005127,958.4758157730103,388.2916741371155,10000,add,generic,1
