Name,Accuracy,TrainTime,TestTime,Dimensions,Method,Encoding,Iterations
EuropeanLanguages,0.04419047757983208,383.56453371047974,50.8221640586853,200,online,flocet,1
EuropeanLanguages,0.04585714265704155,386.9069814682007,48.65955448150635,200,online,flocet,1
MNIST,0.7472000122070312,92.56977272033691,22.593146562576294,200,online,flocet,1
MNIST,0.7631000280380249,114.41920924186707,25.153475761413574,200,online,flocet,1
MNIST,0.7504000067710876,98.00490736961365,25.046266794204712,200,online,flocet,1
MNIST,0.7566999793052673,92.09774565696716,23.817781686782837,200,online,flocet,1
MNIST,0.7287999987602234,91.6196620464325,24.99713134765625,200,online,flocet,1
EMGHandGestures,0.9873417615890503,0.44270801544189453,0.2631645202636719,200,online,flocet,1
EMGHandGestures,0.9936708807945251,0.46761107444763184,0.263012170791626,200,online,flocet,1
EMGHandGestures,0.9746835231781006,0.5883045196533203,0.25582385063171387,200,online,flocet,1
EMGHandGestures,0.9873417615890503,0.7825906276702881,0.5631668567657471,200,online,flocet,1
EMGHandGestures,0.9810126423835754,0.4078655242919922,0.4624636173248291,200,online,flocet,1
PAMAP,0.9581996202468872,221.82165622711182,171.94067215919495,200,online,flocet,1
PAMAP,0.9628920555114746,238.31819701194763,161.18288207054138,200,online,flocet,1
PAMAP,0.9609233736991882,235.75128412246704,183.98680710792542,200,online,flocet,1
PAMAP,0.9604379534721375,235.9024317264557,190.52425050735474,200,online,flocet,1
PAMAP,0.9517408013343811,270.34177231788635,172.55457401275635,200,online,flocet,1
ISOLET,0.7196921110153198,12.97369933128357,3.8188836574554443,200,online,flocet,1
ISOLET,0.6991661190986633,12.025393724441528,3.674694776535034,200,online,flocet,1
ISOLET,0.7107120156288147,9.666165828704834,3.400404453277588,200,online,flocet,1
ISOLET,0.7113534212112427,9.355806112289429,3.65666127204895,200,online,flocet,1
ISOLET,0.7042976021766663,9.960367918014526,3.931626319885254,200,online,flocet,1
UCIHAR,0.7108924388885498,9.497386932373047,6.3028645515441895,200,online,flocet,1
UCIHAR,0.7383779883384705,9.924058437347412,6.071228981018066,200,online,flocet,1
UCIHAR,0.6423481702804565,10.56399941444397,7.38945198059082,200,online,flocet,1
UCIHAR,0.7047845125198364,12.546200037002563,7.455318927764893,200,online,flocet,1
UCIHAR,0.7465218901634216,14.255949974060059,6.383631944656372,200,online,flocet,1
CIFAR10,0.2971999943256378,111.77988767623901,31.120579957962036,200,adjust,flocet,1
CIFAR10,0.29760000109672546,112.63728499412537,28.063494205474854,200,adjust,flocet,1
CIFAR10,0.2924000024795532,102.64346957206726,23.220449447631836,200,adjust,flocet,1
CIFAR10,0.29019999504089355,99.19690942764282,23.839516639709473,200,adjust,flocet,1
CIFAR10,0.2985999882221222,109.81255149841309,21.251430988311768,200,adjust,flocet,1
EuropeanLanguages,0.04942857101559639,387.07959842681885,50.103336572647095,200,adjust,flocet,1
EuropeanLanguages,0.046761903911828995,453.91194677352905,54.5553503036499,200,adjust,flocet,1
EuropeanLanguages,0.048619046807289124,396.5801525115967,44.43885064125061,200,adjust,flocet,1
EuropeanLanguages,0.051571428775787354,441.1804208755493,48.16546607017517,200,adjust,flocet,1
EuropeanLanguages,0.049714285880327225,395.6784303188324,44.551281213760376,200,adjust,flocet,1
MNIST,0.7712000012397766,92.97425961494446,19.83088970184326,200,adjust,flocet,1
MNIST,0.7641000151634216,101.34876680374146,20.81356692314148,200,adjust,flocet,1
MNIST,0.7857000231742859,118.84615325927734,25.983790397644043,200,adjust,flocet,1
MNIST,0.7684000134468079,95.44619631767273,25.403886795043945,200,adjust,flocet,1
MNIST,0.7928000092506409,91.54496455192566,21.64691710472107,200,adjust,flocet,1
EMGHandGestures,0.9936708807945251,0.7589385509490967,0.2632119655609131,200,adjust,flocet,1
EMGHandGestures,0.9936708807945251,1.116501808166504,0.8599495887756348,200,adjust,flocet,1
EMGHandGestures,1.0,1.1118385791778564,0.8576958179473877,200,adjust,flocet,1
EMGHandGestures,0.9873417615890503,0.785874605178833,0.2560560703277588,200,adjust,flocet,1
EMGHandGestures,1.0,1.0290858745574951,0.5302271842956543,200,adjust,flocet,1
PAMAP,0.903319776058197,274.72310042381287,177.0871765613556,200,adjust,flocet,1
PAMAP,0.9301124811172485,304.2893159389496,237.0431182384491,200,adjust,flocet,1
PAMAP,0.9117607474327087,362.83365774154663,256.7720527648926,200,adjust,flocet,1
PAMAP,0.9231817126274109,414.50917053222656,295.9911894798279,200,adjust,flocet,1
PAMAP,0.9215231537818909,463.26896715164185,164.5071120262146,200,adjust,flocet,1
ISOLET,0.7209749817848206,18.05686378479004,7.067038059234619,200,adjust,flocet,1
ISOLET,0.7427838444709778,11.24489140510559,3.7174365520477295,200,adjust,flocet,1
ISOLET,0.7132777571678162,16.167151927947998,3.365971088409424,200,adjust,flocet,1
ISOLET,0.7171263694763184,17.331937789916992,3.3152153491973877,200,adjust,flocet,1
ISOLET,0.7299550771713257,13.982035636901855,3.226494789123535,200,adjust,flocet,1
UCIHAR,0.7485578656196594,14.115387201309204,6.355958461761475,200,adjust,flocet,1
UCIHAR,0.6976586580276489,9.944234132766724,4.807910203933716,200,adjust,flocet,1
UCIHAR,0.7119104266166687,8.558881282806396,6.695097923278809,200,adjust,flocet,1
UCIHAR,0.7339667677879333,13.967764377593994,7.165177345275879,200,adjust,flocet,1
UCIHAR,0.7034271955490112,11.026737689971924,6.927189111709595,200,adjust,flocet,1
CIFAR10,0.2612000107765198,41.36963367462158,22.009132862091064,100,add,flocet,1
CIFAR10,0.26829999685287476,44.241207122802734,23.39281415939331,100,add,flocet,1
CIFAR10,0.2614000141620636,42.29473114013672,18.433195114135742,100,add,flocet,1
CIFAR10,0.2655999958515167,44.40631175041199,22.84140419960022,100,add,flocet,1
CIFAR10,0.2728999853134155,42.694329023361206,19.259527444839478,100,add,flocet,1
EuropeanLanguages,0.04866666719317436,137.85096406936646,46.31093168258667,100,add,flocet,1
EuropeanLanguages,0.04885714128613472,140.41018509864807,39.454588174819946,100,add,flocet,1
EuropeanLanguages,0.04952380806207657,142.20835781097412,50.51271104812622,100,add,flocet,1
EuropeanLanguages,0.04919047653675079,178.12224125862122,37.724273920059204,100,add,flocet,1
EuropeanLanguages,0.04990476369857788,165.02270078659058,43.72757577896118,100,add,flocet,1
MNIST,0.6618000268936157,56.407076358795166,37.969643354415894,100,add,flocet,1
MNIST,0.6751000285148621,77.76367998123169,37.7041175365448,100,add,flocet,1
MNIST,0.6865000128746033,77.28083562850952,34.621333599090576,100,add,flocet,1
MNIST,0.669700026512146,82.20313000679016,34.10484766960144,100,add,flocet,1
MNIST,0.6693999767303467,84.49737095832825,32.63912534713745,100,add,flocet,1
EMGHandGestures,0.9746835231781006,0.4305384159088135,0.38659000396728516,100,add,flocet,1
EMGHandGestures,0.9746835231781006,0.6557748317718506,0.3491964340209961,100,add,flocet,1
EMGHandGestures,0.9810126423835754,0.6383018493652344,0.3518376350402832,100,add,flocet,1
EMGHandGestures,1.0,0.5877115726470947,0.3852579593658447,100,add,flocet,1
EMGHandGestures,0.9873417615890503,0.5396568775177002,0.43102550506591797,100,add,flocet,1
PAMAP,0.8614115118980408,187.2877459526062,232.1430642604828,100,add,flocet,1
PAMAP,0.8611013889312744,193.93067502975464,251.83641743659973,100,add,flocet,1
PAMAP,0.8554785251617432,200.21526908874512,220.04427409172058,100,add,flocet,1
PAMAP,0.8278363347053528,195.7887408733368,255.40418648719788,100,add,flocet,1
PAMAP,0.8526873588562012,200.89308094978333,194.81153011322021,100,add,flocet,1
ISOLET,0.6151379346847534,4.290395498275757,2.666004180908203,100,add,flocet,1
ISOLET,0.6484926342964172,5.0570690631866455,2.595304489135742,100,add,flocet,1
ISOLET,0.6305323839187622,4.535716772079468,3.4053258895874023,100,add,flocet,1
ISOLET,0.6459268927574158,6.839487314224243,4.00117826461792,100,add,flocet,1
ISOLET,0.6125721335411072,8.71450424194336,3.6730875968933105,100,add,flocet,1
UCIHAR,0.6023074388504028,8.717322587966919,6.170772552490234,100,add,flocet,1
UCIHAR,0.6589752435684204,8.141055822372437,6.092978000640869,100,add,flocet,1
UCIHAR,0.6905327439308167,4.760900259017944,8.678313732147217,100,add,flocet,1
UCIHAR,0.6185951828956604,7.474415302276611,8.64575457572937,100,add,flocet,1
UCIHAR,0.6077367067337036,5.939162015914917,6.187185049057007,100,add,flocet,1
CIFAR10,0.18070000410079956,92.68193197250366,22.61335825920105,100,adapt,flocet,1
CIFAR10,0.1574999988079071,106.13635420799255,27.790910482406616,100,adapt,flocet,1
CIFAR10,0.1850000023841858,92.52155637741089,31.879475831985474,100,adapt,flocet,1
CIFAR10,0.19259999692440033,106.82941627502441,29.325852394104004,100,adapt,flocet,1
CIFAR10,0.19900000095367432,98.71826028823853,23.133399724960327,100,adapt,flocet,1
EuropeanLanguages,0.0511428564786911,327.31924414634705,48.87642455101013,100,adapt,flocet,1
EuropeanLanguages,0.05190476030111313,359.6911311149597,61.79918932914734,100,adapt,flocet,1
EuropeanLanguages,0.050809524953365326,309.39103078842163,40.86868715286255,100,adapt,flocet,1
EuropeanLanguages,0.04928571358323097,323.7484133243561,46.477773666381836,100,adapt,flocet,1
EuropeanLanguages,0.04833333194255829,300.8654339313507,50.00015735626221,100,adapt,flocet,1
MNIST,0.6211000084877014,80.23443937301636,24.727439403533936,100,adapt,flocet,1
MNIST,0.6039000153541565,84.35145807266235,19.569819450378418,100,adapt,flocet,1
MNIST,0.5221999883651733,91.21321535110474,20.4278724193573,100,adapt,flocet,1
MNIST,0.5758000016212463,85.6121335029602,21.701050758361816,100,adapt,flocet,1
MNIST,0.633899986743927,86.72160410881042,22.973453044891357,100,adapt,flocet,1
EMGHandGestures,0.9240506291389465,0.8715183734893799,0.3122372627258301,100,adapt,flocet,1
EMGHandGestures,0.9936708807945251,0.8427951335906982,0.46915245056152344,100,adapt,flocet,1
EMGHandGestures,0.9936708807945251,0.7566173076629639,0.7172880172729492,100,adapt,flocet,1
EMGHandGestures,1.0,0.9690818786621094,0.2582128047943115,100,adapt,flocet,1
EMGHandGestures,0.9936708807945251,0.9433188438415527,0.782719612121582,100,adapt,flocet,1
PAMAP,0.8831342458724976,200.38699197769165,154.8352234363556,100,adapt,flocet,1
PAMAP,0.8827431797981262,201.21728777885437,146.56014466285706,100,adapt,flocet,1
PAMAP,0.895054042339325,200.18540406227112,152.63968563079834,100,adapt,flocet,1
PAMAP,0.8776597380638123,213.0926992893219,143.34302067756653,100,adapt,flocet,1
PAMAP,0.8556673526763916,212.14580059051514,154.51898884773254,100,adapt,flocet,1
ISOLET,0.5176395177841187,8.22415542602539,2.9340860843658447,100,adapt,flocet,1
ISOLET,0.5317510962486267,8.236163139343262,2.6100621223449707,100,adapt,flocet,1
ISOLET,0.5330339670181274,7.680238962173462,3.045548439025879,100,adapt,flocet,1
ISOLET,0.5202052593231201,8.282506942749023,2.4834861755371094,100,adapt,flocet,1
ISOLET,0.5227710008621216,10.332197427749634,3.7803726196289062,100,adapt,flocet,1
UCIHAR,0.6101119518280029,10.80636215209961,6.011623859405518,100,adapt,flocet,1
UCIHAR,0.7102137804031372,10.517475366592407,6.8097920417785645,100,adapt,flocet,1
UCIHAR,0.6827281713485718,10.096399068832397,6.210205078125,100,adapt,flocet,1
UCIHAR,0.6063793897628784,9.811915159225464,5.556654691696167,100,adapt,flocet,1
UCIHAR,0.6749236583709717,10.40149211883545,5.800785779953003,100,adapt,flocet,1
CIFAR10,0.18880000710487366,89.43967890739441,21.981746435165405,100,online,flocet,1
CIFAR10,0.18279999494552612,88.2157678604126,23.26180672645569,100,online,flocet,1
CIFAR10,0.17470000684261322,89.01882982254028,24.182066202163696,100,online,flocet,1
CIFAR10,0.17669999599456787,81.44569730758667,21.521156787872314,100,online,flocet,1
CIFAR10,0.18649999797344208,87.56774973869324,22.39195489883423,100,online,flocet,1
EuropeanLanguages,0.04899999871850014,355.71100091934204,44.49880576133728,100,online,flocet,1
EuropeanLanguages,0.05000000074505806,335.82755398750305,43.78933143615723,100,online,flocet,1
EuropeanLanguages,0.04780952259898186,351.89830350875854,46.140576124191284,100,online,flocet,1
EuropeanLanguages,0.049142856150865555,333.542174577713,45.86877775192261,100,online,flocet,1
EuropeanLanguages,0.04714285582304001,335.5031740665436,45.9145348072052,100,online,flocet,1
MNIST,0.6255999803543091,84.8505687713623,23.11065149307251,100,online,flocet,1
MNIST,0.6305999755859375,87.41337728500366,24.040719985961914,100,online,flocet,1
MNIST,0.656499981880188,104.50119757652283,25.943106174468994,100,online,flocet,1
MNIST,0.5882999897003174,92.23449921607971,18.555803537368774,100,online,flocet,1
MNIST,0.605400025844574,98.42638397216797,20.457703113555908,100,online,flocet,1
EMGHandGestures,1.0,0.7888867855072021,0.25766515731811523,100,online,flocet,1
EMGHandGestures,0.9873417615890503,0.7908949851989746,0.2493116855621338,100,online,flocet,1
EMGHandGestures,0.9936708807945251,0.7052242755889893,0.44818568229675293,100,online,flocet,1
EMGHandGestures,0.9936708807945251,0.6204826831817627,0.2567617893218994,100,online,flocet,1
EMGHandGestures,1.0,0.6333184242248535,0.3236088752746582,100,online,flocet,1
PAMAP,0.9244492053985596,257.6719515323639,184.93989849090576,100,online,flocet,1
PAMAP,0.8909953832626343,203.00930309295654,171.31696772575378,100,online,flocet,1
PAMAP,0.9160486459732056,233.76335763931274,152.10166144371033,100,online,flocet,1
PAMAP,0.8917369842529297,241.51101732254028,156.02692127227783,100,online,flocet,1
PAMAP,0.8856152892112732,207.97236561775208,154.61696815490723,100,online,flocet,1
ISOLET,0.5734445452690125,9.708306789398193,3.134920120239258,100,online,flocet,1
ISOLET,0.5785760283470154,9.263904809951782,2.820838212966919,100,online,flocet,1
ISOLET,0.5747274160385132,7.921868085861206,3.6758792400360107,100,online,flocet,1
ISOLET,0.5933290719985962,8.895867824554443,2.59912109375,100,online,flocet,1
ISOLET,0.5805003046989441,8.403526782989502,2.753525972366333,100,online,flocet,1
UCIHAR,0.6552426218986511,9.506366729736328,5.858494758605957,100,online,flocet,1
UCIHAR,0.6399728655815125,11.160830974578857,5.954420804977417,100,online,flocet,1
UCIHAR,0.5850017070770264,9.506605863571167,6.379494667053223,100,online,flocet,1
UCIHAR,0.6599932312965393,10.608927249908447,6.112895488739014,100,online,flocet,1
UCIHAR,0.6328469514846802,11.009901523590088,5.661922454833984,100,online,flocet,1
CIFAR10,0.2565000057220459,87.47562432289124,23.025416135787964,100,adjust,flocet,1
CIFAR10,0.23960000276565552,84.96316242218018,24.260233402252197,100,adjust,flocet,1
CIFAR10,0.25360000133514404,142.07421374320984,39.03852128982544,100,adjust,flocet,1
CIFAR10,0.24469999969005585,116.48441863059998,27.74181604385376,100,adjust,flocet,1
CIFAR10,0.23960000276565552,117.31397604942322,31.30344557762146,100,adjust,flocet,1
EuropeanLanguages,0.04952380806207657,383.391526222229,46.410876512527466,100,adjust,flocet,1
EuropeanLanguages,0.05195238068699837,368.80913734436035,48.997721672058105,100,adjust,flocet,1
EuropeanLanguages,0.04509523883461952,394.18606424331665,39.188857078552246,100,adjust,flocet,1
EuropeanLanguages,0.048428572714328766,411.283323764801,43.825706481933594,100,adjust,flocet,1
EuropeanLanguages,0.04266666620969772,436.9075171947479,51.977577686309814,100,adjust,flocet,1
MNIST,0.6748999953269958,97.80988502502441,24.121989965438843,100,adjust,flocet,1
MNIST,0.6987000107765198,95.73662161827087,25.042745113372803,100,adjust,flocet,1
MNIST,0.6658999919891357,90.15523529052734,23.760764122009277,100,adjust,flocet,1
MNIST,0.7078999876976013,93.98018479347229,20.251989364624023,100,adjust,flocet,1
MNIST,0.6654999852180481,92.41522598266602,18.521552562713623,100,adjust,flocet,1
EMGHandGestures,0.9936708807945251,0.9979674816131592,0.49018073081970215,100,adjust,flocet,1
EMGHandGestures,0.9936708807945251,1.1713988780975342,0.7186930179595947,100,adjust,flocet,1
EMGHandGestures,1.0,1.1382570266723633,0.8118398189544678,100,adjust,flocet,1
EMGHandGestures,0.9810126423835754,0.6071979999542236,0.2563905715942383,100,adjust,flocet,1
EMGHandGestures,0.9873417615890503,1.180783987045288,0.8541257381439209,100,adjust,flocet,1
PAMAP,0.8492489457130432,245.63480734825134,186.4396469593048,100,adjust,flocet,1
PAMAP,0.8562875986099243,263.8570113182068,153.1141538619995,100,adjust,flocet,1
PAMAP,0.8824330568313599,240.8320562839508,145.7853546142578,100,adjust,flocet,1
PAMAP,0.8404169082641602,236.3686170578003,145.7303705215454,100,adjust,flocet,1
PAMAP,0.8913594484329224,300.6509282588959,169.42739582061768,100,adjust,flocet,1
ISOLET,0.6215522885322571,10.202450037002563,4.095639705657959,100,adjust,flocet,1
ISOLET,0.6209108233451843,9.365297079086304,2.819415330886841,100,adjust,flocet,1
ISOLET,0.6144964694976807,9.933353185653687,4.932726860046387,100,adjust,flocet,1
ISOLET,0.5965362191200256,9.466531991958618,2.6421308517456055,100,adjust,flocet,1
ISOLET,0.5946119427680969,8.718509197235107,2.6595828533172607,100,adjust,flocet,1
UCIHAR,0.641669511795044,12.599812269210815,6.749652862548828,100,adjust,flocet,1
UCIHAR,0.6844248175621033,11.134125709533691,6.711246967315674,100,adjust,flocet,1
UCIHAR,0.6148625612258911,14.132798433303833,5.987553119659424,100,adjust,flocet,1
UCIHAR,0.6369189023971558,11.902323246002197,5.90874981880188,100,adjust,flocet,1
UCIHAR,0.6498133540153503,10.05521535873413,6.2831130027771,100,adjust,flocet,1
