epoch,accuracy,resources,train_duration,train_set_size,test_duration,test_set_size,dimensions,device,dataset
6,0.8774855732917786,0.5,9.274222135543823,6238,1.2491509914398193,1559,10000,cuda:2,ISOLET
7,0.8935215473175049,0.5,9.284345388412476,6238,1.2499754428863525,1559,10000,cuda:2,ISOLET
8,0.8620911240577698,0.5,8.962077379226685,6238,1.1796443462371826,1559,10000,cuda:2,ISOLET
9,0.8685054779052734,0.5,9.212914228439331,6238,1.323702096939087,1559,10000,cuda:2,ISOLET
10,0.8370750546455383,0.5,9.02634048461914,6238,1.2014265060424805,1559,10000,cuda:2,ISOLET
1,0.6670942902565002,0.4000000059604645,8.238688945770264,6238,1.2930412292480469,1559,10000,cuda:2,ISOLET
2,0.7857601046562195,0.4000000059604645,8.225992441177368,6238,1.2310163974761963,1559,10000,cuda:2,ISOLET
3,0.8896728754043579,0.4000000059604645,8.298027515411377,6238,1.2458155155181885,1559,10000,cuda:2,ISOLET
4,0.8678640723228455,0.4000000059604645,8.312066555023193,6238,1.185506820678711,1559,10000,cuda:2,ISOLET
5,0.8691469430923462,0.4000000059604645,8.341366291046143,6238,1.3847992420196533,1559,10000,cuda:2,ISOLET
6,0.8146247863769531,0.4000000059604645,8.245047092437744,6238,1.2573533058166504,1559,10000,cuda:2,ISOLET
7,0.8755612969398499,0.4000000059604645,8.355332136154175,6238,1.2613625526428223,1559,10000,cuda:2,ISOLET
8,0.8864657282829285,0.4000000059604645,8.557071685791016,6238,1.2879619598388672,1559,10000,cuda:2,ISOLET
9,0.8454137444496155,0.4000000059604645,8.534492254257202,6238,1.2700369358062744,1559,10000,cuda:2,ISOLET
10,0.88005131483078,0.4000000059604645,8.341084718704224,6238,1.2183918952941895,1559,10000,cuda:2,ISOLET
1,0.7408595681190491,0.30000001192092896,8.236358165740967,6238,1.2795875072479248,1559,10000,cuda:2,ISOLET
2,0.8441308736801147,0.30000001192092896,7.576461315155029,6238,1.2646780014038086,1559,10000,cuda:2,ISOLET
3,0.8441308736801147,0.30000001192092896,7.777822732925415,6238,1.2131052017211914,1559,10000,cuda:2,ISOLET
4,0.8024374842643738,0.30000001192092896,7.709887504577637,6238,1.2575383186340332,1559,10000,cuda:2,ISOLET
5,0.8479794859886169,0.30000001192092896,7.585059881210327,6238,1.1414697170257568,1559,10000,cuda:2,ISOLET
6,0.8499038219451904,0.30000001192092896,7.599684000015259,6238,1.280639886856079,1559,10000,cuda:2,ISOLET
7,0.861449658870697,0.30000001192092896,7.83415675163269,6238,1.2930660247802734,1559,10000,cuda:2,ISOLET
8,0.8723540902137756,0.30000001192092896,7.987744569778442,6238,1.2442874908447266,1559,10000,cuda:2,ISOLET
9,0.8652982711791992,0.30000001192092896,8.092755794525146,6238,1.2719974517822266,1559,10000,cuda:2,ISOLET
10,0.8871071338653564,0.30000001192092896,8.282910823822021,6238,1.2363224029541016,1559,10000,cuda:2,ISOLET
1,0.7004490494728088,0.20000000298023224,7.496584177017212,6238,1.3049860000610352,1559,10000,cuda:2,ISOLET
2,0.7581783533096313,0.20000000298023224,7.613711357116699,6238,1.4236478805541992,1559,10000,cuda:2,ISOLET
3,0.6760744452476501,0.20000000298023224,9.161436319351196,6238,1.6211414337158203,1559,10000,cuda:2,ISOLET
4,0.8050032258033752,0.20000000298023224,8.914626359939575,6238,1.6443607807159424,1559,10000,cuda:2,ISOLET
5,0.8236048817634583,0.20000000298023224,9.025525093078613,6238,1.621415376663208,1559,10000,cuda:2,ISOLET
6,0.7421424388885498,0.20000000298023224,9.010998010635376,6238,1.616912603378296,1559,10000,cuda:2,ISOLET
7,0.7716485261917114,0.20000000298023224,9.012446641921997,6238,1.6136314868927002,1559,10000,cuda:2,ISOLET
8,0.7928159236907959,0.20000000298023224,8.829782962799072,6238,1.5758850574493408,1559,10000,cuda:2,ISOLET
9,0.8313021659851074,0.20000000298023224,8.923256397247314,6238,1.6160476207733154,1559,10000,cuda:2,ISOLET
10,0.884541392326355,0.20000000298023224,8.869684219360352,6238,1.6007418632507324,1559,10000,cuda:2,ISOLET
1,0.5035279393196106,0.10000000149011612,8.08405065536499,6238,1.6320204734802246,1559,10000,cuda:2,ISOLET
2,0.7036561965942383,0.10000000149011612,7.921356916427612,6238,1.613846778869629,1559,10000,cuda:2,ISOLET
3,0.6824887990951538,0.10000000149011612,7.702285289764404,6238,1.467642068862915,1559,10000,cuda:2,ISOLET
4,0.8120590448379517,0.10000000149011612,7.985933780670166,6238,1.613804578781128,1559,10000,cuda:2,ISOLET
5,0.7312380075454712,0.10000000149011612,7.519418001174927,6238,1.1626801490783691,1559,10000,cuda:2,ISOLET
6,0.8184733986854553,0.10000000149011612,6.305496692657471,6238,1.2564148902893066,1559,10000,cuda:2,ISOLET
7,0.8447723388671875,0.10000000149011612,5.779808282852173,6238,1.080728530883789,1559,10000,cuda:2,ISOLET
8,0.7992302775382996,0.10000000149011612,5.393215179443359,6238,1.072730541229248,1559,10000,cuda:2,ISOLET
9,0.8492623567581177,0.10000000149011612,5.280229806900024,6238,1.1475205421447754,1559,10000,cuda:2,ISOLET
10,0.7350866198539734,0.10000000149011612,5.265660285949707,6238,1.1502206325531006,1559,10000,cuda:2,ISOLET
1,0.8050032258033752,0.0,5.79272723197937,6238,1.4314236640930176,1559,10000,cuda:2,ISOLET
2,0.7934573888778687,0.0,5.731694221496582,6238,1.3925445079803467,1559,10000,cuda:2,ISOLET
3,0.7915330529212952,0.0,5.574025392532349,6238,1.3741037845611572,1559,10000,cuda:2,ISOLET
4,0.7915330529212952,0.0,5.78022313117981,6238,1.5905556678771973,1559,10000,cuda:2,ISOLET
5,0.7921745181083679,0.0,7.0555100440979,6238,1.6019012928009033,1559,10000,cuda:2,ISOLET
6,0.7960231304168701,0.0,7.085878610610962,6238,1.6223349571228027,1559,10000,cuda:2,ISOLET
7,0.8017960786819458,0.0,6.972665786743164,6238,1.5540854930877686,1559,10000,cuda:2,ISOLET
8,0.8043618202209473,0.0,7.070734024047852,6238,1.6107988357543945,1559,10000,cuda:2,ISOLET
9,0.8069275617599487,0.0,7.065480947494507,6238,1.63197922706604,1559,10000,cuda:2,ISOLET
10,0.8075689673423767,0.0,7.073113441467285,6238,1.6082487106323242,1559,10000,cuda:2,ISOLET
1,0.8672226071357727,1.0,15.576743841171265,6238,1.6085915565490723,1559,10000,cuda:2,ISOLET
2,0.8819756507873535,1.0,15.691911697387695,6238,1.6067655086517334,1559,10000,cuda:2,ISOLET
3,0.8935215473175049,1.0,14.575013875961304,6238,1.5684130191802979,1559,10000,cuda:2,ISOLET
4,0.8960872888565063,1.0,13.526498556137085,6238,1.3276886940002441,1559,10000,cuda:2,ISOLET
5,0.9178960919380188,1.0,13.80558443069458,6238,1.3781423568725586,1559,10000,cuda:2,ISOLET
6,0.8992944359779358,1.0,12.795259952545166,6238,1.1878283023834229,1559,10000,cuda:2,ISOLET
7,0.926234781742096,1.0,12.677902698516846,6238,1.3035402297973633,1559,10000,cuda:2,ISOLET
8,0.9172546863555908,1.0,12.32602596282959,6238,1.2225003242492676,1559,10000,cuda:2,ISOLET
9,0.9313662648200989,1.0,12.438893795013428,6238,1.1900866031646729,1559,10000,cuda:2,ISOLET
10,0.9364978075027466,1.0,12.129164218902588,6238,1.3066585063934326,1559,10000,cuda:2,ISOLET
1,0.7806286215782166,0.8999999761581421,11.647273063659668,6238,1.3369295597076416,1559,10000,cuda:2,ISOLET
2,0.883899986743927,0.8999999761581421,11.737552404403687,6238,1.2019975185394287,1559,10000,cuda:2,ISOLET
3,0.9172546863555908,0.8999999761581421,11.974812746047974,6238,1.3838982582092285,1559,10000,cuda:2,ISOLET
4,0.879409909248352,0.8999999761581421,12.086018562316895,6238,1.1676690578460693,1559,10000,cuda:2,ISOLET
5,0.9005773067474365,0.8999999761581421,11.740950584411621,6238,1.3312931060791016,1559,10000,cuda:2,ISOLET
6,0.9172546863555908,0.8999999761581421,11.952149868011475,6238,1.2433209419250488,1559,10000,cuda:2,ISOLET
7,0.8813342452049255,0.8999999761581421,11.778278350830078,6238,1.2923266887664795,1559,10000,cuda:2,ISOLET
8,0.9268762469291687,0.8999999761581421,11.847265005111694,6238,1.2687692642211914,1559,10000,cuda:2,ISOLET
9,0.9416292905807495,0.8999999761581421,11.41988205909729,6238,1.2820699214935303,1559,10000,cuda:2,ISOLET
10,0.9429121613502502,0.8999999761581421,11.925962686538696,6238,1.2461316585540771,1559,10000,cuda:2,ISOLET
1,0.6619628071784973,0.800000011920929,11.658647298812866,6238,1.2251579761505127,1559,10000,cuda:2,ISOLET
2,0.8434894680976868,0.800000011920929,11.422751903533936,6238,1.179882526397705,1559,10000,cuda:2,ISOLET
3,0.8652982711791992,0.800000011920929,11.183800458908081,6238,1.266831874847412,1559,10000,cuda:2,ISOLET
4,0.9114817380905151,0.800000011920929,11.416532039642334,6238,1.2036960124969482,1559,10000,cuda:2,ISOLET
5,0.879409909248352,0.800000011920929,11.349402904510498,6238,1.2607691287994385,1559,10000,cuda:2,ISOLET
6,0.9198204278945923,0.800000011920929,10.888765811920166,6238,1.3181486129760742,1559,10000,cuda:2,ISOLET
7,0.8742784261703491,0.800000011920929,10.917101383209229,6238,1.1860902309417725,1559,10000,cuda:2,ISOLET
