epoch,accuracy,resources,train_duration,train_set_size,test_duration,test_set_size,dimensions,device,dataset
1,0.9855714440345764,1.0,585.1233105659485,210032,7.443812131881714,21000,10000,cuda:3,European Languages
2,0.9871428608894348,1.0,582.1965551376343,210032,7.387914419174194,21000,10000,cuda:3,European Languages
3,0.9894285798072815,1.0,581.260559797287,210032,7.271012306213379,21000,10000,cuda:3,European Languages
4,0.9888095259666443,1.0,580.9013702869415,210032,7.364463567733765,21000,10000,cuda:3,European Languages
5,0.9890000224113464,1.0,583.1263563632965,210032,7.369925498962402,21000,10000,cuda:3,European Languages
6,0.9883809685707092,1.0,582.5643005371094,210032,7.38494610786438,21000,10000,cuda:3,European Languages
7,0.9890952110290527,1.0,584.0630252361298,210032,7.390019655227661,21000,10000,cuda:3,European Languages
8,0.9891428351402283,1.0,582.8961300849915,210032,7.29925012588501,21000,10000,cuda:3,European Languages
9,0.9889523983001709,1.0,582.171813249588,210032,7.384272336959839,21000,10000,cuda:3,European Languages
10,0.9889523983001709,1.0,582.8146092891693,210032,7.436988830566406,21000,10000,cuda:3,European Languages
1,0.984000027179718,0.8999999761581421,554.5950899124146,210032,7.343877792358398,21000,10000,cuda:3,European Languages
2,0.9877142906188965,0.8999999761581421,556.010908126831,210032,7.317375421524048,21000,10000,cuda:3,European Languages
3,0.988095223903656,0.8999999761581421,557.1706426143646,210032,7.317272424697876,21000,10000,cuda:3,European Languages
4,0.9885714054107666,0.8999999761581421,555.9567983150482,210032,7.399699926376343,21000,10000,cuda:3,European Languages
5,0.9886190295219421,0.8999999761581421,555.0320320129395,210032,7.430412769317627,21000,10000,cuda:3,European Languages
6,0.9890952110290527,0.8999999761581421,553.0076358318329,210032,7.304234743118286,21000,10000,cuda:3,European Languages
7,0.9900952577590942,0.8999999761581421,553.1570522785187,210032,7.368424415588379,21000,10000,cuda:3,European Languages
8,0.9897618889808655,0.8999999761581421,553.8034720420837,210032,7.344163179397583,21000,10000,cuda:3,European Languages
9,0.9899047613143921,0.8999999761581421,556.4533076286316,210032,7.355167865753174,21000,10000,cuda:3,European Languages
10,0.9898571372032166,0.8999999761581421,557.2031712532043,210032,7.355078935623169,21000,10000,cuda:3,European Languages
1,0.9826666712760925,0.800000011920929,526.6455249786377,210032,7.411927700042725,21000,10000,cuda:3,European Languages
2,0.9866666793823242,0.800000011920929,527.8553748130798,210032,7.361591815948486,21000,10000,cuda:3,European Languages
3,0.9864285588264465,0.800000011920929,529.939389705658,210032,7.411041021347046,21000,10000,cuda:3,European Languages
4,0.9882380962371826,0.800000011920929,528.2787864208221,210032,7.335442066192627,21000,10000,cuda:3,European Languages
5,0.9886666536331177,0.800000011920929,527.5663559436798,210032,7.391489505767822,21000,10000,cuda:3,European Languages
6,0.9891428351402283,0.800000011920929,528.4961442947388,210032,7.359382629394531,21000,10000,cuda:3,European Languages
7,0.9892380833625793,0.800000011920929,527.8196768760681,210032,7.380240201950073,21000,10000,cuda:3,European Languages
8,0.9888571500778198,0.800000011920929,526.9653761386871,210032,7.381369113922119,21000,10000,cuda:3,European Languages
9,0.9889047741889954,0.800000011920929,526.1715159416199,210032,7.43463921546936,21000,10000,cuda:3,European Languages
10,0.9888571500778198,0.800000011920929,527.0916073322296,210032,7.379226446151733,21000,10000,cuda:3,European Languages
1,0.9841428399085999,0.699999988079071,500.0398836135864,210032,7.4047582149505615,21000,10000,cuda:3,European Languages
2,0.9853333234786987,0.699999988079071,499.19893622398376,210032,7.380396127700806,21000,10000,cuda:3,European Languages
3,0.9876190423965454,0.699999988079071,500.92875719070435,210032,7.55069899559021,21000,10000,cuda:3,European Languages
4,0.9881428480148315,0.699999988079071,500.77056884765625,210032,7.403300523757935,21000,10000,cuda:3,European Languages
5,0.9877142906188965,0.699999988079071,500.80552673339844,210032,7.294878721237183,21000,10000,cuda:3,European Languages
6,0.9885714054107666,0.699999988079071,497.25932908058167,210032,7.436281681060791,21000,10000,cuda:3,European Languages
7,0.9886666536331177,0.699999988079071,498.11189436912537,210032,7.258620500564575,21000,10000,cuda:3,European Languages
8,0.989380955696106,0.699999988079071,499.24089217185974,210032,7.36695671081543,21000,10000,cuda:3,European Languages
9,0.9890952110290527,0.699999988079071,499.4755890369415,210032,7.330872297286987,21000,10000,cuda:3,European Languages
10,0.9897618889808655,0.699999988079071,500.977352142334,210032,7.33911919593811,21000,10000,cuda:3,European Languages
1,0.9799047708511353,0.6000000238418579,472.42207503318787,210032,7.347366094589233,21000,10000,cuda:3,European Languages
2,0.982619047164917,0.6000000238418579,466.5616776943207,210032,7.329984903335571,21000,10000,cuda:3,European Languages
3,0.9840475916862488,0.6000000238418579,470.0038139820099,210032,7.2009117603302,21000,10000,cuda:3,European Languages
4,0.9879047870635986,0.6000000238418579,469.59263253211975,210032,7.257875442504883,21000,10000,cuda:3,European Languages
5,0.9868571162223816,0.6000000238418579,470.6577582359314,210032,7.751099586486816,21000,10000,cuda:3,European Languages
6,0.9872857332229614,0.6000000238418579,473.5989308357239,210032,7.597181558609009,21000,10000,cuda:3,European Languages
7,0.9878571629524231,0.6000000238418579,469.13229608535767,210032,7.358280420303345,21000,10000,cuda:3,European Languages
8,0.9884285926818848,0.6000000238418579,470.68669033050537,210032,7.412251710891724,21000,10000,cuda:3,European Languages
9,0.9874761700630188,0.6000000238418579,470.280344247818,210032,7.410901069641113,21000,10000,cuda:3,European Languages
10,0.9889047741889954,0.6000000238418579,466.648663520813,210032,7.389041900634766,21000,10000,cuda:3,European Languages
1,0.9779999852180481,0.5,441.8830256462097,210032,7.2943830490112305,21000,10000,cuda:3,European Languages
2,0.9816190600395203,0.5,442.6333713531494,210032,7.297040224075317,21000,10000,cuda:3,European Languages
3,0.9843809604644775,0.5,443.0534565448761,210032,7.325323820114136,21000,10000,cuda:3,European Languages
4,0.9861904978752136,0.5,442.38934230804443,210032,7.588382244110107,21000,10000,cuda:3,European Languages
5,0.9840475916862488,0.5,442.11410307884216,210032,7.361265420913696,21000,10000,cuda:3,European Languages
6,0.9870476126670837,0.5,440.98466539382935,210032,7.5158469676971436,21000,10000,cuda:3,European Languages
7,0.9872381091117859,0.5,442.0367908477783,210032,7.360668182373047,21000,10000,cuda:3,European Languages
8,0.9884285926818848,0.5,441.1039173603058,210032,7.333628416061401,21000,10000,cuda:3,European Languages
9,0.9872381091117859,0.5,440.5007724761963,210032,7.2788567543029785,21000,10000,cuda:3,European Languages
10,0.9872381091117859,0.5,443.2602274417877,210032,7.262489557266235,21000,10000,cuda:3,European Languages
1,0.9712380766868591,0.4000000059604645,413.9006984233856,210032,7.358654737472534,21000,10000,cuda:3,European Languages
2,0.9803333282470703,0.4000000059604645,413.475928068161,210032,7.338707685470581,21000,10000,cuda:3,European Languages
3,0.9834761619567871,0.4000000059604645,410.80005955696106,210032,7.287700653076172,21000,10000,cuda:3,European Languages
4,0.9848095178604126,0.4000000059604645,412.255704164505,210032,7.289292335510254,21000,10000,cuda:3,European Languages
5,0.9861428737640381,0.4000000059604645,415.72852897644043,210032,7.246633529663086,21000,10000,cuda:3,European Languages
6,0.9855714440345764,0.4000000059604645,413.0865046977997,210032,7.449011564254761,21000,10000,cuda:3,European Languages
7,0.9869047403335571,0.4000000059604645,410.8907287120819,210032,7.383213520050049,21000,10000,cuda:3,European Languages
8,0.9860000014305115,0.4000000059604645,412.34721159935,210032,7.393387794494629,21000,10000,cuda:3,European Languages
9,0.9852856993675232,0.4000000059604645,413.6538779735565,210032,7.413280963897705,21000,10000,cuda:3,European Languages
10,0.9864285588264465,0.4000000059604645,411.2438201904297,210032,7.356201171875,21000,10000,cuda:3,European Languages
1,0.9667618870735168,0.30000001192092896,383.2716348171234,210032,7.344541788101196,21000,10000,cuda:3,European Languages
2,0.975857138633728,0.30000001192092896,384.47498393058777,210032,7.35140585899353,21000,10000,cuda:3,European Languages
3,0.9781428575515747,0.30000001192092896,382.77373719215393,210032,7.2585742473602295,21000,10000,cuda:3,European Languages
4,0.9781904816627502,0.30000001192092896,382.2030780315399,210032,7.377407789230347,21000,10000,cuda:3,European Languages
5,0.9824761748313904,0.30000001192092896,382.55684328079224,210032,7.28009033203125,21000,10000,cuda:3,European Languages
6,0.982619047164917,0.30000001192092896,384.0815761089325,210032,7.3173909187316895,21000,10000,cuda:3,European Languages
7,0.9833809733390808,0.30000001192092896,236.0070939064026,210032,6.324218988418579,21000,10000,cuda:3,European Languages
8,0.9850476384162903,0.30000001192092896,229.60955357551575,210032,6.751444578170776,21000,10000,cuda:3,European Languages
9,0.9841904640197754,0.30000001192092896,244.519305229187,210032,6.6827552318573,21000,10000,cuda:3,European Languages
10,0.9851428866386414,0.30000001192092896,276.64515376091003,210032,7.314261436462402,21000,10000,cuda:3,European Languages
1,0.958380937576294,0.20000000298023224,288.40536189079285,210032,7.015845775604248,21000,10000,cuda:3,European Languages
2,0.9693333506584167,0.20000000298023224,294.5938205718994,210032,6.8758251667022705,21000,10000,cuda:3,European Languages
