dataset,dimensions,train_time,test_time,accuracy,f1
OHSU,10000,4.32,1.29,50.0,50.0
dataset,dimensions,train_time,test_time,accuracy,f1
KKI,10000,0.62,0.35,24.0,24.0
dataset,dimensions,train_time,test_time,accuracy,f1
PTC_FM,10000,0.52,0.23,60.0,60.0
dataset,dimensions,train_time,test_time,accuracy,f1
PTC_MR,10000,0.48,0.27,56.73,56.73
dataset,dimensions,train_time,test_time,accuracy,f1
PTC_MM,10000,0.49,0.22,54.46,54.46
dataset,dimensions,train_time,test_time,accuracy,f1
PTC_FR,10000,0.52,0.25,55.66,55.66
dataset,dimensions,train_time,test_time,accuracy,f1
MUTAG,10000,0.36,0.18,78.95,78.95
dataset,dimensions,train_time,test_time,accuracy,f1
NCI1,10000,14.59,6.46,65.04,65.04
dataset,dimensions,train_time,test_time,accuracy,f1
ENZYMES,10000,5.74,2.41,30.0,30.0
dataset,dimensions,train_time,test_time,accuracy,f1
PROTEINS,10000,13.01,5.11,68.26,68.26
dataset,dimensions,train_time,test_time,accuracy,f1
DD,10000,152.5,82.12,70.34,70.34
