0,1e-05,0.0001,0.001,0.01,0.05,0.1,0.15,0.2,0.4,0.6,0.8,1
82.63,81.4,80.18,81.23,81.23,83.33,80.35,79.82,81.4,83.51,83.68,81.23,81.4
82.63,81.4,80.18,81.23,81.23,83.33,80.35,79.82,81.4,83.51,83.68,81.23,81.4
84.38,82.78,84.15,84.0,86.43,86.12,84.57,84.78,85.75,85.28,84.49,81.69,84.16
RANDOM
83.16
83.16
84.12
