0,1e-05,0.0001,0.001,0.01,0.05,0.1,0.15,0.2,0.4,0.6,0.8,1
78.95,77.72,80.35,81.05,77.02,83.86,82.46,82.63,80.18,81.93,81.23,82.81,79.12
78.95,77.72,80.35,81.05,77.02,83.86,82.46,82.63,80.18,81.93,81.23,82.81,79.12
83.93,82.37,83.95,83.1,82.75,85.75,87.57,84.41,84.25,84.15,83.17,84.37,81.92
