Name,Accuracy,Time,Dimensions,Method,Encoding,Iterations,Retrain
Abalone,0.5622605085372925,5.166609764099121,10000,add,hashmap,1,False
Abalone,0.5622605085372925,6.621450185775757,10000,add,hashmap,1,False
Abalone,0.5584291219711304,6.088541030883789,10000,add,hashmap,1,False
AcuteInflammation,1.0,0.26790452003479004,10000,add,hashmap,1,False
AcuteInflammation,1.0,0.26328039169311523,10000,add,hashmap,1,False
AcuteInflammation,1.0,0.2588016986846924,10000,add,hashmap,1,False
AcuteNephritis,1.0,0.2672615051269531,10000,add,hashmap,1,False
AcuteNephritis,1.0,0.2659742832183838,10000,add,hashmap,1,False
AcuteNephritis,1.0,0.2764260768890381,10000,add,hashmap,1,False
Adult,0.7096001505851746,59.48533511161804,10000,add,hashmap,1,False
Adult,0.7068361639976501,53.74467873573303,10000,add,hashmap,1,False
Adult,0.7051163911819458,53.34883260726929,10000,add,hashmap,1,False
Annealing,0.5099999904632568,1.1213161945343018,10000,add,hashmap,1,False
Annealing,0.5199999809265137,1.6880083084106445,10000,add,hashmap,1,False
Annealing,0.5,1.0600855350494385,10000,add,hashmap,1,False
Arrhythmia,0.6725663542747498,0.7065591812133789,10000,add,hashmap,1,False
Arrhythmia,0.6725663542747498,0.8643736839294434,10000,add,hashmap,1,False
Arrhythmia,0.6548672318458557,0.931790828704834,10000,add,hashmap,1,False
AudiologyStd,0.8399999737739563,0.3499753475189209,10000,add,hashmap,1,False
AudiologyStd,0.8399999737739563,0.31990599632263184,10000,add,hashmap,1,False
AudiologyStd,0.8399999737739563,0.3315856456756592,10000,add,hashmap,1,False
BalanceScale,0.7884615659713745,0.5349879264831543,10000,add,hashmap,1,False
BalanceScale,0.7884615659713745,1.2897047996520996,10000,add,hashmap,1,False
BalanceScale,0.7948718070983887,0.6853094100952148,10000,add,hashmap,1,False
Balloons,1.0,0.033930063247680664,10000,add,hashmap,1,False
Balloons,1.0,0.0298459529876709,10000,add,hashmap,1,False
Balloons,1.0,0.024234294891357422,10000,add,hashmap,1,False
Bank,0.6451327204704285,6.964808702468872,10000,add,hashmap,1,False
Bank,0.6495575308799744,5.612174034118652,10000,add,hashmap,1,False
Bank,0.6548672318458557,4.995070934295654,10000,add,hashmap,1,False
Blood,0.5882353186607361,0.8538134098052979,10000,add,hashmap,1,False
Blood,0.5989304780960083,0.7295794486999512,10000,add,hashmap,1,False
Blood,0.6096256971359253,1.3774402141571045,10000,add,hashmap,1,False
BreastCancer,0.7183098793029785,0.537463903427124,10000,add,hashmap,1,False
BreastCancer,0.7323943376541138,0.32904791831970215,10000,add,hashmap,1,False
BreastCancer,0.7323943376541138,0.6340210437774658,10000,add,hashmap,1,False
BreastCancerWisc,0.9599999785423279,1.6233460903167725,10000,add,hashmap,1,False
BreastCancerWisc,0.9599999785423279,0.8953249454498291,10000,add,hashmap,1,False
BreastCancerWisc,0.9714285731315613,1.4015982151031494,10000,add,hashmap,1,False
BreastCancerWiscDiag,0.9295774698257446,0.5187630653381348,10000,add,hashmap,1,False
BreastCancerWiscDiag,0.9295774698257446,0.8381798267364502,10000,add,hashmap,1,False
BreastCancerWiscDiag,0.922535240650177,0.7838888168334961,10000,add,hashmap,1,False
BreastCancerWiscProg,0.5306122303009033,0.46358561515808105,10000,add,hashmap,1,False
BreastCancerWiscProg,0.5306122303009033,0.2307300567626953,10000,add,hashmap,1,False
BreastCancerWiscProg,0.5510203838348389,0.2667360305786133,10000,add,hashmap,1,False
BreastTissue,0.6538461446762085,0.21370434761047363,10000,add,hashmap,1,False
BreastTissue,0.6153846383094788,0.20316433906555176,10000,add,hashmap,1,False
BreastTissue,0.6153846383094788,0.22472286224365234,10000,add,hashmap,1,False
Car,0.7870370149612427,2.412209987640381,10000,add,hashmap,1,False
Car,0.7847222089767456,1.6486566066741943,10000,add,hashmap,1,False
Car,0.7824074029922485,1.8749866485595703,10000,add,hashmap,1,False
Cardiotocography10Clases,0.598870038986206,2.9001080989837646,10000,add,hashmap,1,False
Cardiotocography10Clases,0.5932203531265259,2.500727653503418,10000,add,hashmap,1,False
Cardiotocography10Clases,0.5875706076622009,2.1199347972869873,10000,add,hashmap,1,False
Cardiotocography3Clases,0.7683615684509277,2.5154776573181152,10000,add,hashmap,1,False
Cardiotocography3Clases,0.7664783596992493,2.1468000411987305,10000,add,hashmap,1,False
Cardiotocography3Clases,0.7570621371269226,2.022815704345703,10000,add,hashmap,1,False
ChessKrvk,0.2731679379940033,28.823572397232056,10000,add,hashmap,1,False
ChessKrvk,0.2728828191757202,36.87600898742676,10000,add,hashmap,1,False
ChessKrvk,0.2760193943977356,30.614405393600464,10000,add,hashmap,1,False
ChessKrvkp,0.8385481834411621,3.3292884826660156,10000,add,hashmap,1,False
ChessKrvkp,0.8347935080528259,3.677825927734375,10000,add,hashmap,1,False
ChessKrvkp,0.8347935080528259,4.190165042877197,10000,add,hashmap,1,False
CongressionalVoting,0.5321100950241089,0.4005551338195801,10000,add,hashmap,1,False
CongressionalVoting,0.5229358077049255,0.9539415836334229,10000,add,hashmap,1,False
CongressionalVoting,0.5229358077049255,0.5612170696258545,10000,add,hashmap,1,False
ConnBenchSonarMinesRocks,0.7884615659713745,0.3176760673522949,10000,add,hashmap,1,False
ConnBenchSonarMinesRocks,0.7884615659713745,0.47602152824401855,10000,add,hashmap,1,False
ConnBenchSonarMinesRocks,0.7307692170143127,0.3059546947479248,10000,add,hashmap,1,False
ConnBenchVowelDeterding,0.8722943663597107,1.026658296585083,10000,add,hashmap,1,False
ConnBenchVowelDeterding,0.8809523582458496,0.9717905521392822,10000,add,hashmap,1,False
ConnBenchVowelDeterding,0.8766233921051025,1.004669427871704,10000,add,hashmap,1,False
Connect4,0.6688969135284424,67.71815466880798,10000,add,hashmap,1,False
Connect4,0.6797323822975159,76.56030988693237,10000,add,hashmap,1,False
Connect4,0.6780152916908264,82.44498252868652,10000,add,hashmap,1,False
Contrac,0.489130437374115,1.5628831386566162,10000,add,hashmap,1,False
Contrac,0.48641303181648254,1.704841136932373,10000,add,hashmap,1,False
Contrac,0.489130437374115,1.90004563331604,10000,add,hashmap,1,False
CreditApproval,0.8604651093482971,0.6254868507385254,10000,add,hashmap,1,False
CreditApproval,0.8488371968269348,0.7067527770996094,10000,add,hashmap,1,False
CreditApproval,0.854651153087616,0.9027156829833984,10000,add,hashmap,1,False
CylinderBands,0.703125,0.5741748809814453,10000,add,hashmap,1,False
CylinderBands,0.71875,0.7629036903381348,10000,add,hashmap,1,False
CylinderBands,0.7421875,0.9947731494903564,10000,add,hashmap,1,False
Dermatology,0.9780219793319702,0.7473182678222656,10000,add,hashmap,1,False
Dermatology,0.9780219793319702,0.8158471584320068,10000,add,hashmap,1,False
Dermatology,0.9780219793319702,0.31658482551574707,10000,add,hashmap,1,False
Echocardiogram,0.9090909361839294,0.2875332832336426,10000,add,hashmap,1,False
Echocardiogram,0.8787878751754761,0.23784732818603516,10000,add,hashmap,1,False
