Name,Accuracy,AccuracyInitial,Time,Dimensions,Method,Encoding,Iterations,Retrain
BreastCancer,0.6760563254356384,0.6619718074798584,12.606244325637817,10000,add_adapt,flocet,17,False
BreastCancer,0.6760563254356384,0.7183098793029785,42.441855907440186,10000,add_adapt,flocet,50,False
BreastCancer,0.6338028311729431,0.6760563254356384,11.412367105484009,10000,add_adapt,flocet,17,False
BreastCancerWisc,0.9599999785423279,0.9599999785423279,13.308370113372803,10000,add_adapt,flocet,9,False
BreastCancerWisc,0.9599999785423279,0.9599999785423279,16.718836307525635,10000,add_adapt,flocet,12,False
BreastCancerWisc,0.9599999785423279,0.9599999785423279,8.71028757095337,10000,add_adapt,flocet,6,False
BreastCancerWiscDiag,0.9647887349128723,0.9647887349128723,7.637294769287109,10000,add_adapt,flocet,7,False
BreastCancerWiscDiag,0.9718309640884399,0.9647887349128723,6.534228563308716,10000,add_adapt,flocet,6,False
BreastCancerWiscDiag,0.9718309640884399,0.9577465057373047,8.808032751083374,10000,add_adapt,flocet,5,False
BreastCancerWiscProg,0.6326530575752258,0.6530612111091614,5.404135465621948,10000,add_adapt,flocet,7,False
BreastCancerWiscProg,0.6326530575752258,0.6122449040412903,6.143946409225464,10000,add_adapt,flocet,10,False
BreastCancerWiscProg,0.795918345451355,0.6530612111091614,4.228033065795898,10000,add_adapt,flocet,7,False
BreastTissue,0.5769230723381042,0.807692289352417,3.1529760360717773,10000,add_adapt,flocet,12,False
BreastTissue,0.6538461446762085,0.7692307829856873,4.909589767456055,10000,add_adapt,flocet,10,False
BreastTissue,0.692307710647583,0.692307710647583,3.711817502975464,10000,add_adapt,flocet,12,False
Car,0.9421296119689941,0.8912037014961243,42.1968719959259,10000,add_adapt,flocet,7,False
Car,0.9444444179534912,0.9305555820465088,34.60787391662598,10000,add_adapt,flocet,8,False
Car,0.9444444179534912,0.9305555820465088,35.44452381134033,10000,add_adapt,flocet,9,False
Cardiotocography10Clases,0.8210923075675964,0.7796609997749329,114.50736474990845,10000,add_adapt,flocet,22,False
Cardiotocography10Clases,0.8210923075675964,0.790960431098938,85.34377574920654,10000,add_adapt,flocet,16,False
Cardiotocography10Clases,0.8267419934272766,0.7947269082069397,77.33960223197937,10000,add_adapt,flocet,17,False
Cardiotocography3Clases,0.9416195750236511,0.930320143699646,39.154590129852295,10000,add_adapt,flocet,8,False
Cardiotocography3Clases,0.9265536665916443,0.8926553726196289,59.57634520530701,10000,add_adapt,flocet,14,False
Cardiotocography3Clases,0.9265536665916443,0.9152542352676392,86.87433815002441,10000,add_adapt,flocet,17,False
ChessKrvk,0.4854576587677002,0.47077274322509766,1939.5105574131012,10000,add_adapt,flocet,24,False
ChessKrvk,0.48887938261032104,0.45893925428390503,2515.5009200572968,10000,add_adapt,flocet,29,False
ChessKrvk,0.4967208504676819,0.46221843361854553,1192.111124753952,10000,add_adapt,flocet,13,False
ChessKrvkp,0.9724655747413635,0.96620774269104,122.05141878128052,10000,add_adapt,flocet,13,False
ChessKrvkp,0.9737171530723572,0.9599499106407166,69.35152506828308,10000,add_adapt,flocet,7,False
ChessKrvkp,0.9774718284606934,0.9674593210220337,105.04018974304199,10000,add_adapt,flocet,11,False
CongressionalVoting,0.4954128563404083,0.4954128563404083,65.57583045959473,10000,add_adapt,flocet,50,False
CongressionalVoting,0.5871559381484985,0.60550457239151,63.31443786621094,10000,add_adapt,flocet,50,False
CongressionalVoting,0.5321100950241089,0.5871559381484985,64.69866895675659,10000,add_adapt,flocet,50,False
ConnBenchSonarMinesRocks,0.7884615659713745,0.7884615659713745,5.239285945892334,10000,add_adapt,flocet,8,False
ConnBenchSonarMinesRocks,0.7884615659713745,0.7884615659713745,4.375439643859863,10000,add_adapt,flocet,7,False
ConnBenchSonarMinesRocks,0.7884615659713745,0.7884615659713745,3.909268379211426,10000,add_adapt,flocet,6,False
ConnBenchVowelDeterding,0.9545454382896423,0.9264069199562073,14.627262115478516,10000,add_adapt,flocet,6,False
ConnBenchVowelDeterding,0.9588744640350342,0.911255419254303,24.091717958450317,10000,add_adapt,flocet,11,False
ConnBenchVowelDeterding,0.9588744640350342,0.9047619104385376,18.778287649154663,10000,add_adapt,flocet,8,False
Connect4,0.8292971849441528,0.8342708349227905,4105.888166189194,10000,add_adapt,flocet,21,False
Connect4,0.8251524567604065,0.8291195631027222,8958.422123670578,10000,add_adapt,flocet,50,False
Connect4,0.8215998411178589,0.8342115879058838,3411.0484120845795,10000,add_adapt,flocet,21,False
Contrac,0.5027173757553101,0.4429347813129425,218.09398865699768,10000,add_adapt,flocet,50,False
Contrac,0.4538043439388275,0.4429347813129425,175.72836899757385,10000,add_adapt,flocet,50,False
Contrac,0.47826087474823,0.4375,153.64852380752563,10000,add_adapt,flocet,50,False
CreditApproval,0.8372092843055725,0.819767415523529,27.384153366088867,10000,add_adapt,flocet,20,False
CreditApproval,0.8255813717842102,0.8255813717842102,26.377471923828125,10000,add_adapt,flocet,17,False
CreditApproval,0.8139534592628479,0.8255813717842102,18.743039846420288,10000,add_adapt,flocet,11,False
CylinderBands,0.8046875,0.703125,12.941121101379395,10000,add_adapt,flocet,10,False
CylinderBands,0.78125,0.71875,11.531138181686401,10000,add_adapt,flocet,10,False
CylinderBands,0.7734375,0.71875,8.77222728729248,10000,add_adapt,flocet,8,False
Dermatology,0.9780219793319702,0.9780219793319702,4.685939073562622,10000,add_adapt,flocet,5,False
Dermatology,0.9780219793319702,0.9780219793319702,3.61031436920166,10000,add_adapt,flocet,4,False
Dermatology,0.9780219793319702,0.9780219793319702,3.917673349380493,10000,add_adapt,flocet,5,False
Echocardiogram,0.8181818127632141,0.8484848737716675,1.8815500736236572,10000,add_adapt,flocet,7,False
Echocardiogram,0.8181818127632141,0.7878788113594055,2.176807403564453,10000,add_adapt,flocet,8,False
Echocardiogram,0.7878788113594055,0.8181818127632141,2.6937711238861084,10000,add_adapt,flocet,10,False
Ecoli,0.8333333134651184,0.8333333134651184,7.410924673080444,10000,add_adapt,flocet,11,False
Ecoli,0.8452380895614624,0.8690476417541504,10.16936469078064,10000,add_adapt,flocet,13,False
Ecoli,0.8333333134651184,0.8333333134651184,8.530026197433472,10000,add_adapt,flocet,12,False
EnergyY1,0.9166666865348816,0.875,39.517287731170654,10000,add_adapt,flocet,19,False
EnergyY1,0.921875,0.890625,93.46315431594849,10000,add_adapt,flocet,43,False
EnergyY1,0.9322916865348816,0.8854166865348816,56.427841663360596,10000,add_adapt,flocet,25,False
EnergyY2,0.8854166865348816,0.875,40.75460863113403,10000,add_adapt,flocet,18,False
EnergyY2,0.9270833134651184,0.8229166865348816,110.49507761001587,10000,add_adapt,flocet,50,False
EnergyY2,0.9010416865348816,0.8802083134651184,114.49449348449707,10000,add_adapt,flocet,50,False
Fertility,0.8399999737739563,0.8399999737739563,15.66238284111023,10000,add_adapt,flocet,50,False
Fertility,0.8399999737739563,0.8399999737739563,2.4797561168670654,10000,add_adapt,flocet,9,False
Fertility,0.8799999952316284,0.8799999952316284,3.2056713104248047,10000,add_adapt,flocet,8,False
Flags,0.5416666865348816,0.5208333134651184,4.611472129821777,10000,add_adapt,flocet,8,False
Flags,0.5416666865348816,0.5416666865348816,6.582703590393066,10000,add_adapt,flocet,10,False
Flags,0.5208333134651184,0.5,5.25900411605835,10000,add_adapt,flocet,9,False
Glass,0.7547169923782349,0.7547169923782349,4.287415266036987,10000,add_adapt,flocet,8,False
Glass,0.7924528121948242,0.5660377144813538,7.757438659667969,10000,add_adapt,flocet,12,False
Glass,0.7358490824699402,0.6792452931404114,6.281275272369385,10000,add_adapt,flocet,10,False
HabermanSurvival,0.6184210777282715,0.6315789222717285,46.16337585449219,10000,add_adapt,flocet,50,False
HabermanSurvival,0.6578947305679321,0.5394737124443054,46.39727830886841,10000,add_adapt,flocet,50,False
HabermanSurvival,0.6052631735801697,0.5657894611358643,44.444090843200684,10000,add_adapt,flocet,50,False
HayesRoth,0.0714285746216774,0.0714285746216774,14.11478066444397,10000,add_adapt,flocet,26,False
HayesRoth,0.0357142873108387,0.0357142873108387,25.42131495475769,10000,add_adapt,flocet,50,False
HayesRoth,0.0357142873108387,0.0357142873108387,25.53941249847412,10000,add_adapt,flocet,50,False
HeartCleveland,0.6052631735801697,0.5921052694320679,8.02106523513794,10000,add_adapt,flocet,8,False
HeartCleveland,0.6710526347160339,0.6315789222717285,7.158955097198486,10000,add_adapt,flocet,8,False
HeartCleveland,0.6578947305679321,0.6052631735801697,12.039191961288452,10000,add_adapt,flocet,11,False
HeartHungarian,0.7534246444702148,0.7260273694992065,8.94682240486145,10000,add_adapt,flocet,11,False
HeartHungarian,0.7260273694992065,0.7123287916183472,10.854415893554688,10000,add_adapt,flocet,12,False
HeartHungarian,0.7397260069847107,0.7260273694992065,11.779933214187622,10000,add_adapt,flocet,12,False
HeartSwitzerland,0.3870967626571655,0.4516128897666931,5.722829103469849,10000,add_adapt,flocet,14,False
HeartSwitzerland,0.4516128897666931,0.25806450843811035,4.656834363937378,10000,add_adapt,flocet,12,False
HeartSwitzerland,0.3870967626571655,0.35483869910240173,5.752557754516602,10000,add_adapt,flocet,15,False
HeartVa,0.25999999046325684,0.3799999952316284,7.48918604850769,10000,add_adapt,flocet,14,False
HeartVa,0.25999999046325684,0.2199999988079071,9.288480758666992,10000,add_adapt,flocet,14,False
HeartVa,0.3400000035762787,0.25999999046325684,7.353027820587158,10000,add_adapt,flocet,12,False
Hepatitis,0.8205128312110901,0.8205128312110901,2.474804401397705,10000,add_adapt,flocet,7,False
Hepatitis,0.8205128312110901,0.7948718070983887,5.523053884506226,10000,add_adapt,flocet,9,False
Hepatitis,0.7948718070983887,0.8205128312110901,3.9583022594451904,10000,add_adapt,flocet,7,False
HillValley,0.5099009871482849,0.5016501545906067,124.91448974609375,10000,add_adapt,flocet,50,False
HillValley,0.5115511417388916,0.4768976867198944,122.94609427452087,10000,add_adapt,flocet,50,False
HillValley,0.5165016651153564,0.48349836468696594,87.01531672477722,10000,add_adapt,flocet,35,False
HorseColic,0.6323529481887817,0.4117647111415863,10.248781442642212,10000,add_adapt,flocet,8,False
HorseColic,0.6323529481887817,0.6323529481887817,9.90068244934082,10000,add_adapt,flocet,8,False
HorseColic,0.5588235259056091,0.47058823704719543,11.255552768707275,10000,add_adapt,flocet,11,False
IlpdIndianLiver,0.6849315166473389,0.6575342416763306,82.32275891304016,10000,add_adapt,flocet,50,False
IlpdIndianLiver,0.6506849527359009,0.6917808055877686,46.86604166030884,10000,add_adapt,flocet,27,False
IlpdIndianLiver,0.6369863152503967,0.664383590221405,88.0490517616272,10000,add_adapt,flocet,50,False
ImageSegmentation,0.1428571492433548,0.1428571492433548,19.032079696655273,10000,add_adapt,flocet,9,False
ImageSegmentation,0.1428571492433548,0.1428571492433548,16.53828239440918,10000,add_adapt,flocet,6,False
ImageSegmentation,0.1428571492433548,0.1428571492433548,16.251997232437134,10000,add_adapt,flocet,7,False
Ionosphere,0.9545454382896423,0.9204545617103577,7.400001287460327,10000,add_adapt,flocet,6,False
Ionosphere,0.9545454382896423,0.9318181872367859,8.048207759857178,10000,add_adapt,flocet,8,False
Ionosphere,0.9772727489471436,0.9545454382896423,11.64390254020691,10000,add_adapt,flocet,9,False
Iris,1.0,0.9729729890823364,3.3522191047668457,10000,add_adapt,flocet,7,False
Iris,0.9729729890823364,0.9729729890823364,1.2584545612335205,10000,add_adapt,flocet,4,False
Iris,0.9729729890823364,0.9729729890823364,3.38799786567688,10000,add_adapt,flocet,8,False
LedDisplay,0.6520000100135803,0.7599999904632568,124.14545941352844,10000,add_adapt,flocet,50,False
LedDisplay,0.6759999990463257,0.7480000257492065,110.54272985458374,10000,add_adapt,flocet,50,False
LedDisplay,0.6000000238418579,0.7639999985694885,127.5531051158905,10000,add_adapt,flocet,50,False
Lenses,0.6666666865348816,0.6666666865348816,0.7556066513061523,10000,add_adapt,flocet,6,False
Lenses,0.5,0.5,0.620905876159668,10000,add_adapt,flocet,4,False
Lenses,0.6666666865348816,0.6666666865348816,0.8425278663635254,10000,add_adapt,flocet,6,False
Letter,0.8889999985694885,0.8410000205039978,1331.780018568039,10000,add_adapt,flocet,23,False
Letter,0.8841999769210815,0.8349999785423279,1538.0409264564514,10000,add_adapt,flocet,23,False
Letter,0.8898000121116638,0.8434000015258789,1009.0492966175079,10000,add_adapt,flocet,24,False
Libras,0.7111111283302307,0.6777777671813965,6.035595893859863,10000,add_adapt,flocet,7,False
Libras,0.6888889074325562,0.6333333253860474,6.618578672409058,10000,add_adapt,flocet,6,False
Libras,0.7333333492279053,0.6000000238418579,6.116656064987183,10000,add_adapt,flocet,7,False
LowResSpect,0.8872180581092834,0.8796992301940918,12.575947523117065,10000,add_adapt,flocet,10,False
LowResSpect,0.8947368264198303,0.8796992301940918,11.847204208374023,10000,add_adapt,flocet,10,False
LowResSpect,0.902255654335022,0.8721804618835449,13.80347204208374,10000,add_adapt,flocet,12,False
LungCancer,0.5,0.5,0.7775027751922607,10000,add_adapt,flocet,4,False
LungCancer,0.5,0.5,0.4338362216949463,10000,add_adapt,flocet,4,False
LungCancer,0.5,0.5,0.7096118927001953,10000,add_adapt,flocet,4,False
Lymphography,0.9189189076423645,0.9189189076423645,3.124210834503174,10000,add_adapt,flocet,9,False
Lymphography,0.9459459185600281,0.837837815284729,2.402838706970215,10000,add_adapt,flocet,6,False
Lymphography,1.0,0.9729729890823364,2.1560120582580566,10000,add_adapt,flocet,6,False
Magic,0.8193480372428894,0.8313354253768921,1202.8927526474,10000,add_adapt,flocet,29,False
Magic,0.8269190192222595,0.828811764717102,1229.7673752307892,10000,add_adapt,flocet,26,False
Magic,0.8094637393951416,0.8286014795303345,1814.34925198555,10000,add_adapt,flocet,35,False
Mammographic,0.7291666865348816,0.7749999761581421,121.71717691421509,10000,add_adapt,flocet,50,False
Mammographic,0.6833333373069763,0.7208333611488342,118.71170330047607,10000,add_adapt,flocet,50,False
Mammographic,0.6875,0.7416666746139526,107.41107988357544,10000,add_adapt,flocet,50,False
Miniboone,0.8540410995483398,0.8859023451805115,11334.840053081512,10000,add_adapt,flocet,35,False
Miniboone,0.8759072422981262,0.8855332732200623,12640.772432565689,10000,add_adapt,flocet,39,False
Miniboone,0.8909767270088196,0.8880858421325684,3206.3316049575806,10000,add_adapt,flocet,9,False
MolecBiolPromoter,0.9230769276618958,0.9230769276618958,1.3250322341918945,10000,add_adapt,flocet,4,False
MolecBiolPromoter,0.9230769276618958,0.9230769276618958,2.363325357437134,10000,add_adapt,flocet,4,False
MolecBiolPromoter,0.9230769276618958,0.9230769276618958,2.113935708999634,10000,add_adapt,flocet,4,False
MolecBiolSplice,0.943538248538971,0.9360100626945496,84.70504713058472,10000,add_adapt,flocet,10,False
MolecBiolSplice,0.9410288333892822,0.942283570766449,78.26272749900818,10000,add_adapt,flocet,10,False
MolecBiolSplice,0.9284818172454834,0.9259724020957947,80.35587048530579,10000,add_adapt,flocet,8,False
Monks1,0.6018518805503845,0.6018518805503845,6.329927682876587,10000,add_adapt,flocet,8,False
Monks1,0.5601851940155029,0.5092592835426331,6.583133697509766,10000,add_adapt,flocet,9,False
Monks1,0.6018518805503845,0.5462962985038757,7.599069833755493,10000,add_adapt,flocet,11,False
Monks2,0.6597222089767456,0.6597222089767456,5.891718626022339,10000,add_adapt,flocet,6,False
Monks2,0.6736111044883728,0.6736111044883728,6.89149808883667,10000,add_adapt,flocet,6,False
Monks2,0.6689814925193787,0.6689814925193787,8.292763233184814,10000,add_adapt,flocet,6,False
Monks3,0.5324074029922485,0.6412037014961243,4.828381538391113,10000,add_adapt,flocet,5,False
Monks3,0.5370370149612427,0.5370370149612427,7.4236509799957275,10000,add_adapt,flocet,8,False
Monks3,0.5555555820465088,0.5370370149612427,7.0387914180755615,10000,add_adapt,flocet,9,False
Mushroom,0.9783357977867126,0.9660266041755676,290.5178277492523,10000,add_adapt,flocet,11,False
Mushroom,0.9798129200935364,0.9660266041755676,192.00651144981384,10000,add_adapt,flocet,9,False
Mushroom,0.9793205261230469,0.9670113325119019,209.68153262138367,10000,add_adapt,flocet,10,False
Musk1,0.8235294222831726,0.7899159789085388,17.42809224128723,10000,add_adapt,flocet,10,False
Musk1,0.8067227005958557,0.8151260614395142,12.188350200653076,10000,add_adapt,flocet,8,False
Musk1,0.848739504814148,0.7899159789085388,14.674426555633545,10000,add_adapt,flocet,9,False
Musk2,0.9714978933334351,0.9684657454490662,132.87317562103271,10000,add_adapt,flocet,7,False
Musk2,0.9684657454490662,0.9678593277931213,91.23959755897522,10000,add_adapt,flocet,5,False
Musk2,0.9702849984169006,0.9630078673362732,120.83378076553345,10000,add_adapt,flocet,7,False
Nursery,0.9583333134651184,0.9324073791503906,812.9672591686249,10000,add_adapt,flocet,20,False
Nursery,0.9561728239059448,0.9370370507240295,518.2669985294342,10000,add_adapt,flocet,16,False
Nursery,0.9555555582046509,0.9388889074325562,523.5052242279053,10000,add_adapt,flocet,16,False
OocytesMerlucciusNucleus4d,0.8039215803146362,0.7137255072593689,44.17939901351929,10000,add_adapt,flocet,16,False
OocytesMerlucciusNucleus4d,0.7568627595901489,0.7686274647712708,59.054919958114624,10000,add_adapt,flocet,20,False
OocytesMerlucciusNucleus4d,0.7921568751335144,0.6274510025978088,54.84159803390503,10000,add_adapt,flocet,15,False
OocytesMerlucciusStates2f,0.9254902005195618,0.9176470637321472,57.80311107635498,10000,add_adapt,flocet,16,False
OocytesMerlucciusStates2f,0.9137254953384399,0.8941176533699036,51.38113260269165,10000,add_adapt,flocet,23,False
OocytesMerlucciusStates2f,0.9098039269447327,0.9098039269447327,50.838714599609375,10000,add_adapt,flocet,23,False
OocytesTrisopterusNucleus2f,0.75,0.75,25.771655559539795,10000,add_adapt,flocet,11,False
OocytesTrisopterusNucleus2f,0.75,0.7149122953414917,40.12012577056885,10000,add_adapt,flocet,15,False
OocytesTrisopterusNucleus2f,0.7631579041481018,0.7017543911933899,26.960245370864868,10000,add_adapt,flocet,11,False
OocytesTrisopterusStates5b,0.9254385828971863,0.8728070259094238,55.880377769470215,10000,add_adapt,flocet,21,False
OocytesTrisopterusStates5b,0.9298245906829834,0.9166666865348816,48.16590094566345,10000,add_adapt,flocet,20,False
OocytesTrisopterusStates5b,0.9342105388641357,0.8947368264198303,37.84892249107361,10000,add_adapt,flocet,17,False
Optical,0.9315525889396667,0.9293266534805298,192.27830123901367,10000,add_adapt,flocet,15,False
Optical,0.9321090579032898,0.9276571869850159,89.83027601242065,10000,add_adapt,flocet,6,False
Optical,0.9321090579032898,0.9287701845169067,142.32282376289368,10000,add_adapt,flocet,9,False
Ozone,0.9668769836425781,0.9700315594673157,75.89615488052368,10000,add_adapt,flocet,10,False
Ozone,0.9684542417526245,0.9700315594673157,64.84704613685608,10000,add_adapt,flocet,8,False
Ozone,0.9700315594673157,0.9700315594673157,53.79146456718445,10000,add_adapt,flocet,8,False
PageBlocks,0.9546783566474915,0.9480994343757629,93.76681733131409,10000,add_adapt,flocet,6,False
PageBlocks,0.9554093480110168,0.9561403393745422,183.35150146484375,10000,add_adapt,flocet,13,False
