Name,Accuracy,AccuracyInitial,Time,Dimensions,Method,Encoding,Iterations,Retrain
Flags,0.5,0.5,6.228950023651123,10000,add_online,flocet,10,False
Glass,0.8113207817077637,0.6603773832321167,8.98769211769104,10000,add_online,flocet,13,False
Glass,0.7169811129570007,0.5849056839942932,8.844249248504639,10000,add_online,flocet,14,False
Glass,0.8113207817077637,0.7735849022865295,8.52794075012207,10000,add_online,flocet,13,False
HabermanSurvival,0.6447368264198303,0.6578947305679321,45.37399697303772,10000,add_online,flocet,50,False
HabermanSurvival,0.6184210777282715,0.6973684430122375,42.57560062408447,10000,add_online,flocet,50,False
HabermanSurvival,0.6315789222717285,0.5263158082962036,41.36055064201355,10000,add_online,flocet,50,False
HayesRoth,0.0714285746216774,0.1071428582072258,28.79387402534485,10000,add_online,flocet,50,False
HayesRoth,0.0357142873108387,0.0714285746216774,25.5329110622406,10000,add_online,flocet,50,False
HayesRoth,0.0357142873108387,0.1071428582072258,27.639621019363403,10000,add_online,flocet,50,False
HeartCleveland,0.5921052694320679,0.5526315569877625,13.058674097061157,10000,add_online,flocet,14,False
HeartCleveland,0.6184210777282715,0.6184210777282715,15.023120880126953,10000,add_online,flocet,14,False
HeartCleveland,0.5921052694320679,0.5921052694320679,8.888307571411133,10000,add_online,flocet,13,False
HeartHungarian,0.767123281955719,0.6712328791618347,10.409571886062622,10000,add_online,flocet,13,False
HeartHungarian,0.8082191944122314,0.6849315166473389,7.101114749908447,10000,add_online,flocet,10,False
HeartHungarian,0.767123281955719,0.6301369667053223,15.975091695785522,10000,add_online,flocet,19,False
HeartSwitzerland,0.32258063554763794,0.29032257199287415,4.767355918884277,10000,add_online,flocet,17,False
HeartSwitzerland,0.29032257199287415,0.29032257199287415,7.290982246398926,10000,add_online,flocet,16,False
HeartSwitzerland,0.25806450843811035,0.35483869910240173,4.027921438217163,10000,add_online,flocet,11,False
HeartVa,0.2800000011920929,0.18000000715255737,10.024330615997314,10000,add_online,flocet,18,False
HeartVa,0.3400000035762787,0.18000000715255737,14.489607095718384,10000,add_online,flocet,16,False
HeartVa,0.3199999928474426,0.3400000035762787,11.07673192024231,10000,add_online,flocet,17,False
Hepatitis,0.7435897588729858,0.7692307829856873,6.389344692230225,10000,add_online,flocet,10,False
Hepatitis,0.8974359035491943,0.8205128312110901,4.07379937171936,10000,add_online,flocet,7,False
Hepatitis,0.9230769276618958,0.7948718070983887,8.830869913101196,10000,add_online,flocet,14,False
HillValley,0.5165016651153564,0.49339935183525085,130.28756022453308,10000,add_online,flocet,50,False
HillValley,0.5082508325576782,0.4768976867198944,133.97928047180176,10000,add_online,flocet,50,False
HillValley,0.5181518197059631,0.48514851927757263,137.4152204990387,10000,add_online,flocet,50,False
HorseColic,0.5,0.47058823704719543,14.299683332443237,10000,add_online,flocet,12,False
HorseColic,0.6470588445663452,0.6764705777168274,14.223180770874023,10000,add_online,flocet,10,False
HorseColic,0.6470588445663452,0.6029411554336548,15.239195346832275,10000,add_online,flocet,10,False
IlpdIndianLiver,0.6369863152503967,0.7397260069847107,23.95685076713562,10000,add_online,flocet,11,False
IlpdIndianLiver,0.664383590221405,0.6917808055877686,90.24115014076233,10000,add_online,flocet,50,False
IlpdIndianLiver,0.6917808055877686,0.6917808055877686,44.09004998207092,10000,add_online,flocet,24,False
ImageSegmentation,0.1428571492433548,0.1428571492433548,25.27492332458496,10000,add_online,flocet,16,False
ImageSegmentation,0.1428571492433548,0.1428571492433548,21.169608116149902,10000,add_online,flocet,12,False
ImageSegmentation,0.18761904537677765,0.18761904537677765,16.3254132270813,10000,add_online,flocet,9,False
Ionosphere,0.9318181872367859,0.8522727489471436,14.537257194519043,10000,add_online,flocet,12,False
Ionosphere,0.9090909361839294,0.9090909361839294,9.122241497039795,10000,add_online,flocet,9,False
Ionosphere,0.9431818127632141,0.8522727489471436,14.952349662780762,10000,add_online,flocet,14,False
Iris,0.9729729890823364,0.9459459185600281,3.12587571144104,10000,add_online,flocet,6,False
Iris,0.9729729890823364,0.9729729890823364,3.0211877822875977,10000,add_online,flocet,6,False
Iris,0.9729729890823364,0.9729729890823364,3.385345220565796,10000,add_online,flocet,8,False
LedDisplay,0.7239999771118164,0.6759999990463257,169.47490215301514,10000,add_online,flocet,50,False
LedDisplay,0.699999988079071,0.6439999938011169,149.34466981887817,10000,add_online,flocet,50,False
LedDisplay,0.6959999799728394,0.699999988079071,160.53248929977417,10000,add_online,flocet,50,False
Lenses,0.8333333134651184,0.8333333134651184,0.6567203998565674,10000,add_online,flocet,7,False
Lenses,0.8333333134651184,0.8333333134651184,0.7763192653656006,10000,add_online,flocet,6,False
Lenses,0.6666666865348816,0.6666666865348816,0.5831475257873535,10000,add_online,flocet,6,False
Letter,0.9125999808311462,0.8077999949455261,577.9218130111694,10000,add_online,flocet,11,False
Letter,0.9065999984741211,0.8144000172615051,846.7332999706268,10000,add_online,flocet,15,False
Letter,0.9053999781608582,0.8113999962806702,810.5189790725708,10000,add_online,flocet,14,False
Libras,0.644444465637207,0.5444444417953491,13.294703722000122,10000,add_online,flocet,11,False
Libras,0.6888889074325562,0.5666666626930237,7.808357000350952,10000,add_online,flocet,8,False
Libras,0.7111111283302307,0.6333333253860474,12.482155323028564,10000,add_online,flocet,10,False
LowResSpect,0.9097744226455688,0.8947368264198303,20.71723961830139,10000,add_online,flocet,13,False
LowResSpect,0.8796992301940918,0.7744361162185669,25.861183166503906,10000,add_online,flocet,14,False
LowResSpect,0.8796992301940918,0.8421052694320679,16.344923734664917,10000,add_online,flocet,9,False
LungCancer,0.5,0.625,0.9564881324768066,10000,add_online,flocet,7,False
LungCancer,0.5,0.5,1.4127564430236816,10000,add_online,flocet,8,False
LungCancer,0.375,0.375,0.5676531791687012,10000,add_online,flocet,8,False
Lymphography,0.8648648858070374,0.7297297120094299,6.912079095840454,10000,add_online,flocet,16,False
Lymphography,0.9189189076423645,0.8108108043670654,4.535281181335449,10000,add_online,flocet,9,False
Lymphography,0.9459459185600281,0.7567567825317383,6.652485609054565,10000,add_online,flocet,11,False
Magic,0.8283911943435669,0.8235541582107544,725.0217776298523,10000,add_online,flocet,12,False
Magic,0.805047333240509,0.7594111561775208,1248.3828926086426,10000,add_online,flocet,23,False
Magic,0.8164038062095642,0.8018927574157715,1956.727591753006,10000,add_online,flocet,37,False
Mammographic,0.7541666626930237,0.7833333611488342,147.73330998420715,10000,add_online,flocet,50,False
Mammographic,0.75,0.8041666746139526,151.10704970359802,10000,add_online,flocet,50,False
Mammographic,0.5958333611488342,0.7583333253860474,83.56841850280762,10000,add_online,flocet,29,False
Miniboone,0.8614835739135742,0.8804280757904053,16309.750528812408,10000,add_online,flocet,50,False
Miniboone,0.8623754382133484,0.8717861771583557,5448.701538562775,10000,add_online,flocet,10,False
Miniboone,0.8746155500411987,0.89337557554245,19144.060287952423,10000,add_online,flocet,50,False
MolecBiolPromoter,0.7692307829856873,0.7692307829856873,3.7842512130737305,10000,add_online,flocet,10,False
MolecBiolPromoter,0.9615384340286255,0.9615384340286255,2.237544059753418,10000,add_online,flocet,6,False
MolecBiolPromoter,0.8846153616905212,0.8846153616905212,2.5467381477355957,10000,add_online,flocet,8,False
MolecBiolSplice,0.943538248538971,0.9196988940238953,89.71397972106934,10000,add_online,flocet,11,False
MolecBiolSplice,0.9247176647186279,0.8983688950538635,36.00984048843384,10000,add_online,flocet,6,False
MolecBiolSplice,0.9322459101676941,0.8808029890060425,94.16930055618286,10000,add_online,flocet,11,False
Monks1,0.6018518805503845,0.5347222089767456,9.898943901062012,10000,add_online,flocet,14,False
Monks1,0.5925925970077515,0.5601851940155029,9.773849964141846,10000,add_online,flocet,14,False
Monks1,0.5925925970077515,0.6018518805503845,8.862340450286865,10000,add_online,flocet,12,False
Monks2,0.6736111044883728,0.6712962985038757,10.703821182250977,10000,add_online,flocet,12,False
Monks2,0.6597222089767456,0.6574074029922485,8.55362582206726,10000,add_online,flocet,9,False
Monks2,0.6736111044883728,0.6736111044883728,8.917904376983643,10000,add_online,flocet,9,False
Monks3,0.5393518805503845,0.5277777910232544,7.320394277572632,10000,add_online,flocet,10,False
Monks3,0.5833333134651184,0.5,7.017694711685181,10000,add_online,flocet,9,False
Monks3,0.5462962985038757,0.6157407164573669,7.7141008377075195,10000,add_online,flocet,12,False
Mushroom,0.9995076060295105,0.9985228776931763,117.71064019203186,10000,add_online,flocet,5,False
Mushroom,0.9985228776931763,0.9980305433273315,99.7763454914093,10000,add_online,flocet,4,False
Mushroom,1.0,1.0,106.85773921012878,10000,add_online,flocet,4,False
Musk1,0.7983193397521973,0.7310924530029297,18.85853862762451,10000,add_online,flocet,12,False
Musk1,0.8067227005958557,0.6386554837226868,18.45156240463257,10000,add_online,flocet,12,False
Musk1,0.7899159789085388,0.7058823704719543,17.49400019645691,10000,add_online,flocet,12,False
Musk2,0.9763492941856384,0.963614284992218,171.0076744556427,10000,add_online,flocet,10,False
Musk2,0.9727107286453247,0.9642207622528076,121.17205429077148,10000,add_online,flocet,8,False
Musk2,0.9751364588737488,0.9369314908981323,157.9638364315033,10000,add_online,flocet,10,False
Nursery,0.9675925970077515,0.9311728477478027,322.8273994922638,10000,add_online,flocet,11,False
Nursery,0.9685184955596924,0.9441357851028442,239.85423183441162,10000,add_online,flocet,8,False
Nursery,0.9694444537162781,0.9308642148971558,352.6234505176544,10000,add_online,flocet,10,False
OocytesMerlucciusNucleus4d,0.8196078538894653,0.529411792755127,61.299519062042236,10000,add_online,flocet,22,False
OocytesMerlucciusNucleus4d,0.7647058963775635,0.6666666865348816,47.3263373374939,10000,add_online,flocet,19,False
OocytesMerlucciusNucleus4d,0.8196078538894653,0.7686274647712708,41.20125198364258,10000,add_online,flocet,18,False
OocytesMerlucciusStates2f,0.9098039269447327,0.9098039269447327,61.10889530181885,10000,add_online,flocet,24,False
OocytesMerlucciusStates2f,0.9058823585510254,0.9215686321258545,29.11227512359619,10000,add_online,flocet,12,False
OocytesMerlucciusStates2f,0.929411768913269,0.9254902005195618,35.05566763877869,10000,add_online,flocet,12,False
OocytesTrisopterusNucleus2f,0.7587719559669495,0.6973684430122375,29.554567575454712,10000,add_online,flocet,12,False
OocytesTrisopterusNucleus2f,0.7456140518188477,0.7236841917037964,56.523305892944336,10000,add_online,flocet,24,False
OocytesTrisopterusNucleus2f,0.7850877046585083,0.7280701994895935,52.162331342697144,10000,add_online,flocet,18,False
OocytesTrisopterusStates5b,0.8991228342056274,0.8201754093170166,52.07019257545471,10000,add_online,flocet,22,False
OocytesTrisopterusStates5b,0.9078947305679321,0.7456140518188477,52.52849102020264,10000,add_online,flocet,18,False
OocytesTrisopterusStates5b,0.9210526347160339,0.9035087823867798,25.962225675582886,10000,add_online,flocet,12,False
Optical,0.9538118839263916,0.8864774703979492,119.10863423347473,10000,add_online,flocet,8,False
Optical,0.9582637548446655,0.910406231880188,97.65517234802246,10000,add_online,flocet,7,False
Optical,0.9654980301856995,0.9376739263534546,77.03923344612122,10000,add_online,flocet,6,False
Ozone,0.9684542417526245,0.9668769836425781,81.2291476726532,10000,add_online,flocet,13,False
Ozone,0.9589905142784119,0.965299665927887,60.025920152664185,10000,add_online,flocet,10,False
Ozone,0.965299665927887,0.9558359384536743,90.41204619407654,10000,add_online,flocet,13,False
PageBlocks,0.9634503126144409,0.9312865734100342,85.64278554916382,10000,add_online,flocet,6,False
PageBlocks,0.9597952961921692,0.9539473652839661,102.64355874061584,10000,add_online,flocet,8,False
PageBlocks,0.957602322101593,0.9510233998298645,155.67023634910583,10000,add_online,flocet,9,False
Parkinsons,0.8571428656578064,0.5918367505073547,4.42798638343811,10000,add_online,flocet,12,False
Parkinsons,0.8979591727256775,0.6734693646430969,3.3719325065612793,10000,add_online,flocet,9,False
Parkinsons,0.918367326259613,0.8163265585899353,2.639463186264038,10000,add_online,flocet,7,False
Pendigits,0.9531160593032837,0.9371069073677063,202.2603268623352,10000,add_online,flocet,7,False
Pendigits,0.9556889533996582,0.9453973770141602,191.67286372184753,10000,add_online,flocet,7,False
Pendigits,0.9671240448951721,0.9325328469276428,150.16651916503906,10000,add_online,flocet,6,False
Pima,0.671875,0.6458333134651184,27.471444606781006,10000,add_online,flocet,14,False
Pima,0.6770833134651184,0.6875,54.29538869857788,10000,add_online,flocet,28,False
Pima,0.6666666865348816,0.734375,66.32353591918945,10000,add_online,flocet,38,False
PittsburgBridgesMaterial,0.8461538553237915,0.8846153616905212,4.2780985832214355,10000,add_online,flocet,16,False
PittsburgBridgesMaterial,0.9230769276618958,0.9230769276618958,3.4535279273986816,10000,add_online,flocet,15,False
PittsburgBridgesMaterial,0.9615384340286255,0.9615384340286255,2.5210397243499756,10000,add_online,flocet,8,False
PittsburgBridgesRelL,0.7307692170143127,0.5769230723381042,3.0771548748016357,10000,add_online,flocet,11,False
PittsburgBridgesRelL,0.7307692170143127,0.692307710647583,2.94173264503479,10000,add_online,flocet,12,False
PittsburgBridgesRelL,0.6153846383094788,0.6538461446762085,2.2808291912078857,10000,add_online,flocet,8,False
PittsburgBridgesSpan,0.5652173757553101,0.52173912525177,5.303869962692261,10000,add_online,flocet,27,False
PittsburgBridgesSpan,0.6521739363670349,0.695652186870575,9.20498514175415,10000,add_online,flocet,50,False
PittsburgBridgesSpan,0.695652186870575,0.695652186870575,15.754518747329712,10000,add_online,flocet,42,False
PittsburgBridgesTOrD,0.7599999904632568,0.8399999737739563,15.723509311676025,10000,add_online,flocet,50,False
PittsburgBridgesTOrD,0.8399999737739563,0.8399999737739563,2.65248703956604,10000,add_online,flocet,10,False
PittsburgBridgesTOrD,0.800000011920929,0.8399999737739563,12.200954914093018,10000,add_online,flocet,50,False
PittsburgBridgesType,0.7307692170143127,0.5769230723381042,15.642286777496338,10000,add_online,flocet,50,False
PittsburgBridgesType,0.7307692170143127,0.5384615659713745,8.13709306716919,10000,add_online,flocet,21,False
PittsburgBridgesType,0.7692307829856873,0.6153846383094788,18.355318784713745,10000,add_online,flocet,50,False
Planning,0.5111111402511597,0.5333333611488342,3.913919687271118,10000,add_online,flocet,10,False
Planning,0.5555555820465088,0.46666666865348816,5.6289591789245605,10000,add_online,flocet,12,False
Planning,0.5777778029441833,0.4888888895511627,8.639769315719604,10000,add_online,flocet,18,False
PlantMargin,0.7524999976158142,0.5,42.35833144187927,10000,add_online,flocet,11,False
PlantMargin,0.7350000143051147,0.5375000238418579,41.43773531913757,10000,add_online,flocet,9,False
PlantMargin,0.7325000166893005,0.5575000047683716,31.29528260231018,10000,add_online,flocet,10,False
PlantShape,0.5649999976158142,0.5099999904632568,40.49137210845947,10000,add_online,flocet,10,False
PlantShape,0.5425000190734863,0.4699999988079071,55.12124490737915,10000,add_online,flocet,10,False
PlantShape,0.5799999833106995,0.45500001311302185,46.6734664440155,10000,add_online,flocet,10,False
PlantTexture,0.737500011920929,0.5525000095367432,38.48184108734131,10000,add_online,flocet,10,False
PlantTexture,0.7275000214576721,0.5450000166893005,38.834550857543945,10000,add_online,flocet,10,False
PlantTexture,0.7200000286102295,0.6000000238418579,36.834441900253296,10000,add_online,flocet,10,False
PostOperative,0.5909090638160706,0.3636363744735718,9.460047721862793,10000,add_online,flocet,50,False
PostOperative,0.7272727489471436,0.3636363744735718,10.189686059951782,10000,add_online,flocet,50,False
PostOperative,0.5909090638160706,0.6818181872367859,3.3949429988861084,10000,add_online,flocet,16,False
PrimaryTumor,0.4390243887901306,0.4390243887901306,44.352193117141724,10000,add_online,flocet,50,False
PrimaryTumor,0.5731707215309143,0.4268292784690857,41.104915618896484,10000,add_online,flocet,50,False
PrimaryTumor,0.5487805008888245,0.353658527135849,34.661680459976196,10000,add_online,flocet,50,False
Ringnorm,0.9751351475715637,0.9670270085334778,96.14121222496033,10000,add_online,flocet,6,False
Ringnorm,0.9789189100265503,0.977297306060791,118.87687373161316,10000,add_online,flocet,7,False
Ringnorm,0.9756757020950317,0.9670270085334778,144.2063844203949,10000,add_online,flocet,7,False
Seeds,0.942307710647583,0.9038461446762085,3.531726837158203,10000,add_online,flocet,6,False
Seeds,0.9230769276618958,0.807692289352417,6.042217016220093,10000,add_online,flocet,11,False
Seeds,0.9615384340286255,0.8461538553237915,4.368703603744507,10000,add_online,flocet,8,False
Semeion,0.9145728349685669,0.8366833925247192,35.736119985580444,10000,add_online,flocet,8,False
Semeion,0.9221105575561523,0.8944723606109619,35.8475706577301,10000,add_online,flocet,8,False
Semeion,0.9170854091644287,0.8668341636657715,33.215912103652954,10000,add_online,flocet,8,False
Soybean,0.146276593208313,0.15425531566143036,17.21969199180603,10000,add_online,flocet,16,False
Soybean,0.5452127456665039,0.5585106611251831,11.904078006744385,10000,add_online,flocet,10,False
Soybean,0.35904255509376526,0.332446813583374,16.32237482070923,10000,add_online,flocet,13,False
Spambase,0.9139130711555481,0.9060869812965393,202.5078251361847,10000,add_online,flocet,16,False
Spambase,0.9200000166893005,0.9034782648086548,94.37193751335144,10000,add_online,flocet,7,False
Spambase,0.9208695888519287,0.9017391204833984,201.68462133407593,10000,add_online,flocet,16,False
Spect,0.6182795763015747,0.6182795763015747,5.674359560012817,10000,add_online,flocet,18,False
Spect,0.6397849321365356,0.6827957034111023,14.285144090652466,10000,add_online,flocet,50,False
Spect,0.6129032373428345,0.5430107712745667,6.261378288269043,10000,add_online,flocet,21,False
Spectf,0.9197860956192017,0.9197860956192017,3.383852243423462,10000,add_online,flocet,9,False
Spectf,0.9197860956192017,0.9197860956192017,3.6255602836608887,10000,add_online,flocet,10,False
Spectf,0.9197860956192017,0.9197860956192017,3.35697865486145,10000,add_online,flocet,10,False
StatlogAustralianCredit,0.6511628031730652,0.5406976938247681,50.761046409606934,10000,add_online,flocet,29,False
StatlogAustralianCredit,0.6220930218696594,0.6918604373931885,42.77295517921448,10000,add_online,flocet,24,False
StatlogAustralianCredit,0.6337209343910217,0.6337209343910217,92.38225865364075,10000,add_online,flocet,50,False
StatlogGermanCredit,0.6880000233650208,0.6800000071525574,48.56831169128418,10000,add_online,flocet,15,False
StatlogGermanCredit,0.7239999771118164,0.7279999852180481,34.150846004486084,10000,add_online,flocet,10,False
StatlogGermanCredit,0.7360000014305115,0.7279999852180481,52.083340644836426,10000,add_online,flocet,18,False
StatlogHeart,0.8805969953536987,0.8656716346740723,8.482128858566284,10000,add_online,flocet,12,False
StatlogHeart,0.8805969953536987,0.8208954930305481,7.289112567901611,10000,add_online,flocet,10,False
StatlogHeart,0.8656716346740723,0.7164179086685181,11.908243656158447,10000,add_online,flocet,17,False
StatlogImage,0.9584055542945862,0.8908145427703857,45.22866940498352,10000,add_online,flocet,7,False
StatlogImage,0.9601386189460754,0.9462738037109375,66.93233513832092,10000,add_online,flocet,11,False
StatlogImage,0.9670710563659668,0.9428076148033142,51.61720585823059,10000,add_online,flocet,8,False
StatlogLandsat,0.8930000066757202,0.8604999780654907,236.25499367713928,10000,add_online,flocet,15,False
StatlogLandsat,0.8849999904632568,0.8305000066757202,230.00206804275513,10000,add_online,flocet,14,False
StatlogLandsat,0.8799999952316284,0.8234999775886536,240.08091473579407,10000,add_online,flocet,14,False
StatlogShuttle,0.9988965392112732,0.9976551532745361,781.3946743011475,10000,add_online,flocet,5,False
StatlogShuttle,0.9980000257492065,0.9944827556610107,743.0247230529785,10000,add_online,flocet,5,False
StatlogShuttle,0.9986206889152527,0.9986206889152527,645.031929731369,10000,add_online,flocet,4,False
StatlogVehicle,0.7251184582710266,0.7109004855155945,35.221497774124146,10000,add_online,flocet,17,False
StatlogVehicle,0.7298578023910522,0.7393364906311035,53.558356046676636,10000,add_online,flocet,26,False
StatlogVehicle,0.7488151788711548,0.6303317546844482,41.66898727416992,10000,add_online,flocet,20,False
SteelPlates,0.7505154609680176,0.6453608274459839,69.71935987472534,10000,add_online,flocet,14,False
SteelPlates,0.7628865838050842,0.7113401889801025,88.8527181148529,10000,add_online,flocet,19,False
SteelPlates,0.7505154609680176,0.6639175415039062,72.2400541305542,10000,add_online,flocet,16,False
SyntheticControl,0.9933333396911621,0.9333333373069763,13.612093687057495,10000,add_online,flocet,9,False
SyntheticControl,0.9866666793823242,0.8799999952316284,10.776503562927246,10000,add_online,flocet,7,False
SyntheticControl,0.9800000190734863,0.9133333563804626,16.05746102333069,10000,add_online,flocet,11,False
Teaching,0.7105262875556946,0.44736841320991516,18.64949321746826,10000,add_online,flocet,50,False
Teaching,0.6842105388641357,0.3947368562221527,7.595624685287476,10000,add_online,flocet,18,False
Teaching,0.6578947305679321,0.3684210479259491,20.97114658355713,10000,add_online,flocet,50,False
Thyroid,0.9746207594871521,0.8194282650947571,172.0672173500061,10000,add_online,flocet,12,False
Thyroid,0.9711201786994934,0.9617853164672852,162.88734126091003,10000,add_online,flocet,12,False
Thyroid,0.9731621742248535,0.9428238272666931,135.094318151474,10000,add_online,flocet,9,False
TicTacToe,0.9748954176902771,0.9581589698791504,21.41258978843689,10000,add_online,flocet,8,False
TicTacToe,0.9623430967330933,0.9330543875694275,25.768144845962524,10000,add_online,flocet,11,False
TicTacToe,0.9497907757759094,0.9079498052597046,17.906255960464478,10000,add_online,flocet,7,False
Titanic,0.778181791305542,0.7599999904632568,52.28655195236206,10000,add_online,flocet,9,False
Titanic,0.7636363506317139,0.774545431137085,282.83784890174866,10000,add_online,flocet,50,False
Titanic,0.778181791305542,0.6345454454421997,281.49777603149414,10000,add_online,flocet,50,False
Trains,0.5,0.5,0.29254579544067383,10000,add_online,flocet,4,False
Trains,0.5,0.5,0.22678399085998535,10000,add_online,flocet,6,False
Trains,1.0,1.0,0.42073535919189453,10000,add_online,flocet,6,False
Twonorm,0.9735134840011597,0.9702702760696411,148.96804428100586,10000,add_online,flocet,8,False
Twonorm,0.977297306060791,0.977837860584259,195.3008360862732,10000,add_online,flocet,12,False
Twonorm,0.9789189100265503,0.9735134840011597,100.65874528884888,10000,add_online,flocet,6,False
VertebralColumn2Clases,0.8961039185523987,0.8441558480262756,14.461597442626953,10000,add_online,flocet,21,False
VertebralColumn2Clases,0.8571428656578064,0.8311688303947449,12.978462934494019,10000,add_online,flocet,19,False
VertebralColumn2Clases,0.8311688303947449,0.8051947951316833,9.820184707641602,10000,add_online,flocet,12,False
VertebralColumn3Clases,0.8181818127632141,0.7662337422370911,15.255646467208862,10000,add_online,flocet,18,False
VertebralColumn3Clases,0.7662337422370911,0.8181818127632141,15.179946184158325,10000,add_online,flocet,20,False
VertebralColumn3Clases,0.7662337422370911,0.7792207598686218,10.491492986679077,10000,add_online,flocet,12,False
WallFollowing,0.9670087695121765,0.9061583280563354,162.71545362472534,10000,add_online,flocet,12,False
WallFollowing,0.9640762209892273,0.910557210445404,141.94977116584778,10000,add_online,flocet,12,False
WallFollowing,0.9596773982048035,0.9259530901908875,152.39117240905762,10000,add_online,flocet,12,False
Waveform,0.8352000117301941,0.8176000118255615,195.07027220726013,10000,add_online,flocet,16,False
Waveform,0.8320000171661377,0.8248000144958496,195.5227267742157,10000,add_online,flocet,17,False
Waveform,0.8432000279426575,0.8464000225067139,182.86951899528503,10000,add_online,flocet,16,False
WaveformNoise,0.8503999710083008,0.8464000225067139,213.5475697517395,10000,add_online,flocet,17,False
WaveformNoise,0.848800003528595,0.8360000252723694,190.0239245891571,10000,add_online,flocet,17,False
WaveformNoise,0.8343999981880188,0.8335999846458435,174.89721965789795,10000,add_online,flocet,14,False
Wine,0.9772727489471436,0.9772727489471436,3.437521457672119,10000,add_online,flocet,6,False
Wine,1.0,1.0,4.023723125457764,10000,add_online,flocet,9,False
Wine,0.9772727489471436,0.9772727489471436,2.3760433197021484,10000,add_online,flocet,5,False
WineQualityRed,0.6274999976158142,0.5649999976158142,61.038291931152344,10000,add_online,flocet,17,False
WineQualityRed,0.6449999809265137,0.5224999785423279,97.68393683433533,10000,add_online,flocet,24,False
WineQualityRed,0.6324999928474426,0.5174999833106995,69.52059483528137,10000,add_online,flocet,20,False
WineQualityWhite,0.608660101890564,0.47875815629959106,298.5421230792999,10000,add_online,flocet,27,False
WineQualityWhite,0.608660101890564,0.45588234066963196,448.97268891334534,10000,add_online,flocet,36,False
WineQualityWhite,0.6111111044883728,0.46486929059028625,357.8313615322113,10000,add_online,flocet,30,False
Yeast,0.5121293663978577,0.5606468915939331,125.33836674690247,10000,add_online,flocet,36,False
Yeast,0.5148248076438904,0.5552560687065125,159.24841141700745,10000,add_online,flocet,39,False
Yeast,0.493261456489563,0.4959568679332733,109.96548748016357,10000,add_online,flocet,29,False
Zoo,1.0,1.0,1.131340742111206,10000,add_online,flocet,6,False
Zoo,0.9599999785423279,0.9200000166893005,2.6638548374176025,10000,add_online,flocet,8,False
Zoo,0.9599999785423279,0.9200000166893005,2.561291217803955,10000,add_online,flocet,7,False
Abalone,0.6254789233207703,0.5852490663528442,397.6729362010956,10000,add_adapt,flocet,35,False
Abalone,0.6034482717514038,0.6111111044883728,444.60758328437805,10000,add_adapt,flocet,50,False
Abalone,0.6197317838668823,0.5814176201820374,490.7798409461975,10000,add_adapt,flocet,50,False
AcuteInflammation,1.0,1.0,1.4316990375518799,10000,add_adapt,flocet,4,False
AcuteInflammation,1.0,1.0,2.3484010696411133,10000,add_adapt,flocet,4,False
AcuteInflammation,1.0,1.0,1.2357983589172363,10000,add_adapt,flocet,4,False
AcuteNephritis,1.0,1.0,1.176563024520874,10000,add_adapt,flocet,4,False
AcuteNephritis,1.0,1.0,1.859513521194458,10000,add_adapt,flocet,4,False
AcuteNephritis,1.0,1.0,1.8045363426208496,10000,add_adapt,flocet,4,False
Adult,0.7876051664352417,0.8403046727180481,3172.9612476825714,10000,add_adapt,flocet,30,False
Adult,0.8145077228546143,0.8314599990844727,4884.105498313904,10000,add_adapt,flocet,42,False
Adult,0.8253792524337769,0.8306000828742981,2265.6842572689056,10000,add_adapt,flocet,22,False
Annealing,0.7900000214576721,0.7900000214576721,21.956976175308228,10000,add_adapt,flocet,8,False
Annealing,0.7599999904632568,0.7699999809265137,23.483731746673584,10000,add_adapt,flocet,7,False
Annealing,0.7599999904632568,0.7699999809265137,102.39965057373047,10000,add_adapt,flocet,28,False
Arrhythmia,0.6902654767036438,0.6106194853782654,8.650276899337769,10000,add_adapt,flocet,8,False
Arrhythmia,0.6991150379180908,0.6991150379180908,8.060218334197998,10000,add_adapt,flocet,7,False
Arrhythmia,0.6637167930603027,0.6548672318458557,7.058058977127075,10000,add_adapt,flocet,7,False
AudiologyStd,0.6000000238418579,0.6000000238418579,5.180530071258545,10000,add_adapt,flocet,10,False
AudiologyStd,0.6399999856948853,0.6000000238418579,3.58427357673645,10000,add_adapt,flocet,8,False
AudiologyStd,0.6800000071525574,0.5600000023841858,2.847069501876831,10000,add_adapt,flocet,6,False
BalanceScale,0.942307710647583,0.9358974099159241,9.551878929138184,10000,add_adapt,flocet,7,False
BalanceScale,0.9551281929016113,0.9487179517745972,12.48368763923645,10000,add_adapt,flocet,7,False
BalanceScale,0.9615384340286255,0.942307710647583,16.640753984451294,10000,add_adapt,flocet,11,False
Balloons,1.0,1.0,0.4359416961669922,10000,add_adapt,flocet,4,False
Balloons,1.0,1.0,0.4356865882873535,10000,add_adapt,flocet,4,False
Balloons,1.0,1.0,0.1801013946533203,10000,add_adapt,flocet,4,False
Bank,0.8884955644607544,0.8663716912269592,171.67394495010376,10000,add_adapt,flocet,14,False
Bank,0.8938053250312805,0.8929203748703003,299.551983833313,10000,add_adapt,flocet,20,False
Bank,0.8982300758361816,0.8823009133338928,152.20045065879822,10000,add_adapt,flocet,15,False
Blood,0.7272727489471436,0.625668466091156,79.27933859825134,10000,add_adapt,flocet,50,False
Blood,0.6684492230415344,0.6631016135215759,78.36408495903015,10000,add_adapt,flocet,50,False
Blood,0.7326202988624573,0.759358286857605,77.71883010864258,10000,add_adapt,flocet,50,False
