Name,Accuracy,Time,Dimensions,Method,Encoding,Iterations,Retrain
CIFAR10,0.2912999987602234,373.70702838897705,10000,add,hashmap,1,True
CIFAR10,0.2872999906539917,367.2130708694458,10000,add,hashmap,1,True
CIFAR10,0.29089999198913574,378.9676048755646,10000,add,hashmap,1,True
MNIST,0.8242999911308289,207.11402249336243,10000,add,hashmap,1,True
MNIST,0.8300999999046326,208.15609049797058,10000,add,hashmap,1,True
MNIST,0.8291000127792358,207.40746569633484,10000,add,hashmap,1,True
EMGHandGestures,0.9810126423835754,1.6761858463287354,10000,add,hashmap,1,True
EMGHandGestures,0.9810126423835754,1.75008225440979,10000,add,hashmap,1,True
EMGHandGestures,0.9873417615890503,1.814927101135254,10000,add,hashmap,1,True
EMGHandGestures,0.9662162065505981,1.4752559661865234,10000,add,hashmap,1,True
EMGHandGestures,0.9662162065505981,1.7588684558868408,10000,add,hashmap,1,True
EMGHandGestures,0.9662162065505981,1.6476330757141113,10000,add,hashmap,1,True
EMGHandGestures,0.9931034445762634,1.749452829360962,10000,add,hashmap,1,True
EMGHandGestures,1.0,1.5341732501983643,10000,add,hashmap,1,True
EMGHandGestures,0.9931034445762634,1.4135956764221191,10000,add,hashmap,1,True
EMGHandGestures,0.9790209531784058,1.7786939144134521,10000,add,hashmap,1,True
EMGHandGestures,0.9790209531784058,1.616471529006958,10000,add,hashmap,1,True
EMGHandGestures,0.9930070042610168,1.050964593887329,10000,add,hashmap,1,True
EMGHandGestures,0.9801980257034302,1.0832042694091797,10000,add,hashmap,1,True
EMGHandGestures,0.9801980257034302,1.3333163261413574,10000,add,hashmap,1,True
EMGHandGestures,0.9702970385551453,1.0332608222961426,10000,add,hashmap,1,True
ISOLET,0.884541392326355,19.710857391357422,10000,add,hashmap,1,True
ISOLET,0.88005131483078,20.10002851486206,10000,add,hashmap,1,True
ISOLET,0.885182797908783,20.261497020721436,10000,add,hashmap,1,True
UCIHAR,0.8523922562599182,25.138631582260132,10000,add,hashmap,1,True
UCIHAR,0.8486596345901489,24.90146255493164,10000,add,hashmap,1,True
UCIHAR,0.8483203053474426,27.093733310699463,10000,add,hashmap,1,True
CIFAR10,0.2912999987602234,212.62321019172668,10000,add,hashmap,1,False
CIFAR10,0.2904999852180481,206.99529814720154,10000,add,hashmap,1,False
CIFAR10,0.29120001196861267,208.3420341014862,10000,add,hashmap,1,False
MNIST,0.8259000182151794,135.86513423919678,10000,add,hashmap,1,False
MNIST,0.8281000256538391,129.48752093315125,10000,add,hashmap,1,False
MNIST,0.8325999975204468,129.13335871696472,10000,add,hashmap,1,False
EMGHandGestures,0.9873417615890503,1.071293592453003,10000,add,hashmap,1,False
EMGHandGestures,0.9936708807945251,1.2865116596221924,10000,add,hashmap,1,False
EMGHandGestures,1.0,1.011904001235962,10000,add,hashmap,1,False
EMGHandGestures,0.9594594836235046,1.0668487548828125,10000,add,hashmap,1,False
EMGHandGestures,0.9527027010917664,0.891284704208374,10000,add,hashmap,1,False
EMGHandGestures,0.9729729890823364,1.1362979412078857,10000,add,hashmap,1,False
EMGHandGestures,0.9931034445762634,1.1194818019866943,10000,add,hashmap,1,False
EMGHandGestures,1.0,1.0527327060699463,10000,add,hashmap,1,False
EMGHandGestures,0.9931034445762634,0.9349696636199951,10000,add,hashmap,1,False
EMGHandGestures,0.9510489702224731,1.0021789073944092,10000,add,hashmap,1,False
EMGHandGestures,0.9860140085220337,1.2659718990325928,10000,add,hashmap,1,False
EMGHandGestures,0.9650349617004395,0.8659484386444092,10000,add,hashmap,1,False
EMGHandGestures,1.0,0.5450804233551025,10000,add,hashmap,1,False
EMGHandGestures,0.9801980257034302,0.5697314739227295,10000,add,hashmap,1,False
EMGHandGestures,1.0,0.6429479122161865,10000,add,hashmap,1,False
ISOLET,0.8896728754043579,11.892494678497314,10000,add,hashmap,1,False
ISOLET,0.8890314102172852,12.727341890335083,10000,add,hashmap,1,False
ISOLET,0.884541392326355,13.009411811828613,10000,add,hashmap,1,False
UCIHAR,0.8530709147453308,17.007171869277954,10000,add,hashmap,1,False
UCIHAR,0.8401764631271362,17.42721724510193,10000,add,hashmap,1,False
UCIHAR,0.851034939289093,16.426603078842163,10000,add,hashmap,1,False
CIFAR10,0.39750000834465027,441.91175365448,10000,add_adapt,hashmap,1,True
CIFAR10,0.3898000121116638,438.43606448173523,10000,add_adapt,hashmap,1,True
CIFAR10,0.39579999446868896,452.44988656044006,10000,add_adapt,hashmap,1,True
MNIST,0.8650000095367432,294.67582535743713,10000,add_adapt,hashmap,1,True
MNIST,0.8661999702453613,261.76130199432373,10000,add_adapt,hashmap,1,True
MNIST,0.8672999739646912,249.73017764091492,10000,add_adapt,hashmap,1,True
EMGHandGestures,1.0,1.7584598064422607,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9873417615890503,1.7995223999023438,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9873417615890503,1.7756764888763428,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9864864945411682,1.4919421672821045,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9797297120094299,1.622361421585083,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9797297120094299,1.6554501056671143,10000,add_adapt,hashmap,1,True
EMGHandGestures,1.0,1.4500524997711182,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9931034445762634,1.9332859516143799,10000,add_adapt,hashmap,1,True
EMGHandGestures,1.0,1.957313060760498,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9860140085220337,1.4894511699676514,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9790209531784058,1.5502448081970215,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9790209531784058,1.6599225997924805,10000,add_adapt,hashmap,1,True
EMGHandGestures,0.9702970385551453,1.2160553932189941,10000,add_adapt,hashmap,1,True
EMGHandGestures,1.0,1.2817432880401611,10000,add_adapt,hashmap,1,True
EMGHandGestures,1.0,0.9662039279937744,10000,add_adapt,hashmap,1,True
ISOLET,0.9159717559814453,22.947763919830322,10000,add_adapt,hashmap,1,True
ISOLET,0.9166132211685181,30.976325511932373,10000,add_adapt,hashmap,1,True
ISOLET,0.9134060144424438,29.295339107513428,10000,add_adapt,hashmap,1,True
UCIHAR,0.8965049386024475,36.42619776725769,10000,add_adapt,hashmap,1,True
UCIHAR,0.88802170753479,36.99288725852966,10000,add_adapt,hashmap,1,True
UCIHAR,0.8975229263305664,33.73710107803345,10000,add_adapt,hashmap,1,True
CIFAR10,0.334199994802475,270.94273018836975,10000,add_adapt,hashmap,1,False
CIFAR10,0.3271999955177307,274.0746500492096,10000,add_adapt,hashmap,1,False
CIFAR10,0.34290000796318054,264.0292899608612,10000,add_adapt,hashmap,1,False
MNIST,0.9060999751091003,189.76971244812012,10000,add_adapt,hashmap,1,False
MNIST,0.891700029373169,179.64563250541687,10000,add_adapt,hashmap,1,False
MNIST,0.8801000118255615,169.1400306224823,10000,add_adapt,hashmap,1,False
EMGHandGestures,1.0,1.294511318206787,10000,add_adapt,hashmap,1,False
EMGHandGestures,1.0,1.6711804866790771,10000,add_adapt,hashmap,1,False
EMGHandGestures,1.0,1.6588973999023438,10000,add_adapt,hashmap,1,False
EMGHandGestures,0.9459459185600281,0.9216969013214111,10000,add_adapt,hashmap,1,False
EMGHandGestures,0.9864864945411682,1.2241718769073486,10000,add_adapt,hashmap,1,False
EMGHandGestures,0.8918918967247009,1.5474028587341309,10000,add_adapt,hashmap,1,False
EMGHandGestures,1.0,1.6833269596099854,10000,add_adapt,hashmap,1,False
EMGHandGestures,0.9931034445762634,1.5829343795776367,10000,add_adapt,hashmap,1,False
EMGHandGestures,1.0,1.4068093299865723,10000,add_adapt,hashmap,1,False
EMGHandGestures,0.7902097702026367,0.9963040351867676,10000,add_adapt,hashmap,1,False
EMGHandGestures,0.9790209531784058,1.559739351272583,10000,add_adapt,hashmap,1,False
